"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    1-unit, attached","36,884","±3,233","1.7%","±0.1","21,802","±2,295","7.0%","±0.7","148,279","±5,421","5.2%","±0.2","22,975","±2,402","1.7%","±0.2","957,678","±15,004","7.0%","±0.1","151,319","±5,509","6.8%","±0.2","78,814","±4,353","5.3%","±0.3","62,295","±3,662","15.2%","±0.9","78,060","±2,952","26.1%","±1.0","568,580","±13,021","6.3%","±0.1","153,118","±8,122","3.7%","±0.2","46,294","±3,199","8.9%","±0.6","19,877","±2,524","2.9%","±0.4","312,577","±8,261","5.9%","±0.2","98,307","±4,901","3.5%","±0.2","48,523","±3,607","3.6%","±0.3","57,675","±4,220","4.7%","±0.3","45,199","±3,474","2.3%","±0.2","67,019","±3,297","3.4%","±0.2","16,079","±1,820","2.2%","±0.3","508,563","±8,473","21.3%","±0.4","139,039","±6,349","4.9%","±0.2","203,734","±6,709","4.5%","±0.1","173,615","±4,864","7.4%","±0.2","15,759","±2,268","1.2%","±0.2","93,873","±4,471","3.4%","±0.2","15,625","±2,005","3.2%","±0.4","34,095","±2,486","4.3%","±0.3","55,845","±3,826","4.7%","±0.3","31,500","±2,882","5.1%","±0.5","331,238","±8,682","9.3%","±0.2","33,627","±2,481","3.7%","±0.3","395,171","±8,860","4.9%","±0.1","150,617","±7,221","3.5%","±0.2","17,785","±2,315","5.5%","±0.7","238,146","±7,813","4.6%","±0.2","36,709","±2,964","2.2%","±0.2","72,707","±4,710","4.3%","±0.3","1,028,359","±11,699","18.4%","±0.2","17,000","±1,967","3.7%","±0.4","56,354","±4,358","2.6%","±0.2","14,439","±1,890","3.9%","±0.5","90,541","±4,924","3.2%","±0.2","266,999","±9,979","2.6%","±0.1","60,059","±4,227","6.0%","±0.4","10,479","±1,305","3.2%","±0.4","356,751","±9,863","10.5%","±0.3","103,517","±5,278","3.6%","±0.2","17,559","±2,128","2.0%","±0.2","112,301","±5,572","4.3%","±0.2","9,495","±1,227","3.6%","±0.5","187,754","±5,787","12.0%","±0.4"
"    2 units","48,337","±4,064","2.2%","±0.2","15,398","±1,937","4.9%","±0.6","41,684","±3,615","1.5%","±0.1","40,510","±3,530","3.1%","±0.3","349,851","±10,263","2.5%","±0.1","43,010","±3,282","1.9%","±0.1","119,115","±5,253","8.0%","±0.4","6,425","±1,228","1.6%","±0.3","8,195","±1,338","2.7%","±0.4","197,999","±8,069","2.2%","±0.1","93,994","±5,505","2.3%","±0.1","15,833","±1,794","3.0%","±0.3","17,743","±2,565","2.6%","±0.4","302,526","±9,410","5.7%","±0.2","79,539","±4,928","2.8%","±0.2","32,041","±2,550","2.4%","±0.2","33,099","±2,528","2.7%","±0.2","62,195","±4,573","3.2%","±0.2","75,180","±4,447","3.8%","±0.2","37,433","±2,916","5.2%","±0.4","35,135","±2,998","1.5%","±0.1","300,093","±7,628","10.6%","±0.3","118,013","±5,145","2.6%","±0.1","53,847","±3,466","2.3%","±0.1","28,506","±2,615","2.2%","±0.2","95,720","±5,198","3.5%","±0.2","17,570","±2,605","3.6%","±0.5","15,841","±1,853","2.0%","±0.2","14,997","±2,562","1.3%","±0.2","36,596","±2,818","5.9%","±0.5","342,340","±9,667","9.6%","±0.3","18,912","±2,301","2.1%","±0.3","871,962","±14,000","10.7%","±0.2","103,984","±6,594","2.4%","±0.2","7,264","±1,547","2.3%","±0.5","222,022","±6,985","4.3%","±0.1","34,039","±3,005","2.0%","±0.2","46,675","±4,148","2.8%","±0.2","257,791","±9,087","4.6%","±0.2","55,281","±3,383","11.9%","±0.7","46,488","±3,814","2.2%","±0.2","6,082","±1,222","1.7%","±0.3","83,188","±4,744","2.9%","±0.2","197,172","±8,447","2.0%","±0.1","32,809","±3,025","3.3%","±0.3","21,530","±2,088","6.6%","±0.6","54,372","±4,094","1.6%","±0.1","80,955","±5,393","2.8%","±0.2","19,045","±2,477","2.2%","±0.3","171,708","±6,062","6.5%","±0.2","6,292","±1,415","2.4%","±0.5","61,942","±3,417","4.0%","±0.2"
"    3 or 4 units","64,879","±4,459","3.0%","±0.2","23,445","±2,434","7.5%","±0.8","101,262","±5,317","3.5%","±0.2","41,819","±3,487","3.2%","±0.3","749,821","±13,489","5.5%","±0.1","71,773","±4,252","3.2%","±0.2","135,510","±5,453","9.1%","±0.4","11,235","±1,619","2.7%","±0.4","20,714","±2,296","6.9%","±0.8","341,070","±10,485","3.8%","±0.1","127,550","±7,092","3.1%","±0.2","21,395","±2,320","4.1%","±0.4","35,374","±3,754","5.2%","±0.6","374,815","±9,615","7.1%","±0.2","102,992","±5,338","3.7%","±0.2","48,325","±3,178","3.6%","±0.2","42,950","±4,164","3.5%","±0.3","83,510","±5,198","4.3%","±0.3","84,750","±4,161","4.3%","±0.2","39,521","±3,093","5.4%","±0.4","49,618","±3,443","2.1%","±0.1","308,668","±9,561","10.9%","±0.3","117,982","±5,974","2.6%","±0.1","49,894","±3,681","2.1%","±0.2","38,847","±2,979","3.0%","±0.2","128,572","±5,766","4.7%","±0.2","20,638","±2,663","4.2%","±0.5","19,697","±1,712","2.5%","±0.2","76,128","±5,124","6.4%","±0.4","36,253","±3,302","5.9%","±0.5","230,680","±7,578","6.5%","±0.2","32,929","±3,073","3.6%","±0.3","609,504","±12,716","7.5%","±0.2","123,549","±6,818","2.8%","±0.2","10,739","±1,602","3.3%","±0.5","236,804","±7,610","4.6%","±0.1","39,342","±2,758","2.3%","±0.2","69,113","±4,840","4.1%","±0.3","233,790","±7,468","4.2%","±0.1","57,234","±3,637","12.3%","±0.8","61,790","±4,225","2.9%","±0.2","12,352","±1,549","3.4%","±0.4","86,591","±5,279","3.1%","±0.2","328,347","±7,921","3.3%","±0.1","44,851","±3,711","4.5%","±0.4","20,237","±1,741","6.2%","±0.5","93,770","±5,211","2.8%","±0.2","110,712","±5,775","3.8%","±0.2","27,890","±2,406","3.2%","±0.3","100,740","±5,331","3.8%","±0.2","11,486","±1,337","4.3%","±0.5","51,290","±3,049","3.3%","±0.2"
"    5 to 9 units","89,971","±5,279","4.1%","±0.2","14,722","±1,836","4.7%","±0.6","122,769","±6,414","4.3%","±0.2","39,354","±3,616","3.0%","±0.3","843,623","±13,851","6.1%","±0.1","110,769","±6,940","5.0%","±0.3","83,319","±3,771","5.6%","±0.3","13,937","±1,900","3.4%","±0.5","17,252","±2,180","5.8%","±0.7","446,601","±12,093","4.9%","±0.1","209,015","±7,767","5.1%","±0.2","31,651","±2,479","6.1%","±0.5","20,445","±2,855","3.0%","±0.4","317,635","±9,737","6.0%","±0.2","122,141","±5,644","4.4%","±0.2","49,192","±2,921","3.7%","±0.2","48,718","±3,596","3.9%","±0.3","85,646","±5,593","4.4%","±0.3","62,421","±4,539","3.2%","±0.2","26,667","±2,592","3.7%","±0.4","120,985","±7,198","5.1%","±0.3","169,377","±6,225","6.0%","±0.2","190,285","±6,924","4.2%","±0.2","50,900","±3,053","2.2%","±0.1","53,721","±4,414","4.2%","±0.3","106,524","±5,539","3.9%","±0.2","13,745","±2,078","2.8%","±0.4","29,943","±2,558","3.7%","±0.3","108,768","±6,654","9.2%","±0.6","27,349","±2,978","4.4%","±0.5","166,864","±6,281","4.7%","±0.2","27,086","±3,566","3.0%","±0.4","430,641","±11,020","5.3%","±0.1","193,089","±6,395","4.4%","±0.1","11,493","±1,739","3.6%","±0.5","243,739","±9,039","4.7%","±0.2","62,423","±3,847","3.7%","±0.2","74,534","±4,451","4.4%","±0.3","196,081","±5,409","3.5%","±0.1","24,654","±2,707","5.3%","±0.6","97,984","±5,604","4.5%","±0.3","13,907","±2,187","3.8%","±0.6","126,101","±7,145","4.5%","±0.3","493,429","±12,338","4.9%","±0.1","33,448","±3,017","3.4%","±0.3","14,659","±1,901","4.5%","±0.6","151,583","±6,897","4.5%","±0.2","139,431","±6,771","4.8%","±0.2","25,648","±2,292","2.9%","±0.3","122,246","±5,539","4.6%","±0.2","9,090","±1,501","3.4%","±0.6","68,348","±3,645","4.4%","±0.2"
"    10 to 19 units","68,098","±4,387","3.1%","±0.2","10,681","±1,957","3.4%","±0.6","136,954","±6,460","4.8%","±0.2","44,859","±3,925","3.4%","±0.3","731,031","±14,481","5.3%","±0.1","133,145","±5,490","6.0%","±0.2","56,688","±3,642","3.8%","±0.2","22,549","±2,639","5.5%","±0.6","35,031","±2,878","11.7%","±1.0","540,521","±12,382","6.0%","±0.1","196,273","±8,765","4.8%","±0.2","25,368","±2,702","4.9%","±0.5","11,404","±1,937","1.7%","±0.3","207,823","±8,194","3.9%","±0.2","107,913","±5,907","3.9%","±0.2","51,832","±3,673","3.9%","±0.3","44,380","±3,540","3.6%","±0.3","59,391","±2,967","3.1%","±0.2","60,429","±5,084","3.1%","±0.3","13,630","±1,527","1.9%","±0.2","202,836","±7,957","8.5%","±0.3","125,055","±5,597","4.4%","±0.2","154,922","±6,079","3.4%","±0.1","81,518","±3,584","3.5%","±0.2","28,955","±3,089","2.3%","±0.2","92,504","±4,787","3.4%","±0.2","10,710","±1,566","2.2%","±0.3","39,826","±2,898","5.0%","±0.4","67,848","±5,202","5.7%","±0.4","18,768","±2,205","3.0%","±0.4","173,648","±6,229","4.9%","±0.2","24,788","±2,790","2.7%","±0.3","324,432","±10,309","4.0%","±0.1","170,051","±6,992","3.9%","±0.2","17,290","±2,063","5.4%","±0.6","205,361","±7,700","4.0%","±0.1","58,154","±4,005","3.5%","±0.2","62,391","±3,892","3.7%","±0.2","139,949","±5,586","2.5%","±0.1","16,762","±2,287","3.6%","±0.5","76,058","±7,058","3.5%","±0.3","15,661","±2,338","4.3%","±0.6","104,578","±7,354","3.7%","±0.3","628,841","±15,693","6.2%","±0.2","48,091","±3,449","4.8%","±0.3","6,497","±1,041","2.0%","±0.3","194,114","±7,264","5.7%","±0.2","145,161","±6,131","5.0%","±0.2","14,501","±1,847","1.6%","±0.2","89,750","±4,215","3.4%","±0.2","5,649","±1,300","2.1%","±0.5","50,540","±3,188","3.2%","±0.2"
"    20 or more units","75,136","±5,520","3.4%","±0.3","13,250","±1,573","4.3%","±0.5","194,677","±6,547","6.8%","±0.2","39,632","±3,391","3.0%","±0.3","1,593,276","±12,919","11.6%","±0.1","230,551","±7,277","10.4%","±0.3","122,643","±4,782","8.2%","±0.3","17,885","±2,143","4.4%","±0.5","102,714","±3,745","34.4%","±1.3","1,210,130","±18,465","13.4%","±0.2","220,864","±8,137","5.4%","±0.2","99,614","±4,129","19.1%","±0.8","22,451","±2,481","3.3%","±0.4","549,673","±9,174","10.4%","±0.2","110,598","±5,308","3.9%","±0.2","68,635","±3,572","5.1%","±0.3","55,443","±3,708","4.5%","±0.3","62,379","±3,920","3.2%","±0.2","82,053","±4,483","4.1%","±0.2","22,899","±2,476","3.2%","±0.3","202,092","±7,474","8.5%","±0.3","288,849","±7,122","10.2%","±0.3","237,482","±6,224","5.2%","±0.1","271,318","±5,706","11.5%","±0.2","27,332","±3,086","2.1%","±0.2","124,477","±5,186","4.6%","±0.2","16,324","±2,201","3.3%","±0.5","54,957","±3,225","6.9%","±0.4","100,132","±5,150","8.5%","±0.4","37,488","±3,036","6.1%","±0.5","375,525","±9,780","10.5%","±0.3","35,931","±2,517","4.0%","±0.3","1,881,890","±13,808","23.2%","±0.2","168,429","±6,761","3.9%","±0.2","32,836","±2,316","10.2%","±0.7","284,870","±7,172","5.5%","±0.1","57,184","±3,864","3.4%","±0.2","138,382","±5,582","8.2%","±0.3","323,831","±6,762","5.8%","±0.1","37,251","±3,008","8.0%","±0.6","104,952","±5,706","4.9%","±0.3","22,971","±2,132","6.3%","±0.6","119,720","±6,115","4.2%","±0.2","821,046","±16,369","8.1%","±0.2","59,660","±4,246","6.0%","±0.4","11,782","±1,443","3.6%","±0.4","240,103","±7,484","7.1%","±0.2","278,293","±8,294","9.6%","±0.3","22,220","±2,053","2.5%","±0.2","180,039","±6,483","6.8%","±0.2","8,301","±1,665","3.1%","±0.6","86,064","±3,184","5.5%","±0.2"
"    Mobile home","302,270","±8,466","13.9%","±0.4","16,666","±1,829","5.4%","±0.6","298,991","±9,527","10.4%","±0.3","176,042","±5,428","13.3%","±0.4","523,207","±10,863","3.8%","±0.1","87,958","±4,601","4.0%","±0.2","13,339","±1,918","0.9%","±0.1","36,388","±3,027","8.9%","±0.7","134","±160","0.0%","±0.1","823,009","±16,352","9.1%","±0.2","384,621","±10,341","9.4%","±0.3","817","±326","0.2%","±0.1","57,131","±3,405","8.5%","±0.5","138,814","±5,772","2.6%","±0.1","143,082","±5,560","5.1%","±0.2","51,840","±3,087","3.9%","±0.2","61,207","±3,063","4.9%","±0.2","244,606","±7,988","12.7%","±0.4","272,937","±7,406","13.8%","±0.4","67,179","±3,490","9.3%","±0.5","41,656","±3,113","1.7%","±0.1","24,294","±2,397","0.9%","±0.1","253,248","±6,654","5.6%","±0.1","85,388","±3,376","3.6%","±0.1","196,405","±7,024","15.3%","±0.5","172,694","±6,024","6.3%","±0.2","53,295","±3,158","10.9%","±0.6","29,456","±2,131","3.7%","±0.3","73,005","±4,448","6.2%","±0.4","35,311","±2,987","5.7%","±0.5","36,161","±3,419","1.0%","±0.1","155,801","±5,138","17.2%","±0.6","200,668","±6,373","2.5%","±0.1","597,833","±11,553","13.7%","±0.3","25,247","±2,059","7.9%","±0.6","205,826","±7,053","4.0%","±0.1","164,040","±4,803","9.8%","±0.3","134,961","±5,218","8.0%","±0.3","233,071","±6,165","4.2%","±0.1","4,526","±1,081","1.0%","±0.2","365,454","±10,757","16.9%","±0.5","31,035","±2,432","8.5%","±0.7","285,188","±8,901","10.1%","±0.3","771,274","±12,864","7.6%","±0.1","37,447","±2,888","3.8%","±0.3","22,318","±1,755","6.9%","±0.5","184,796","±7,620","5.5%","±0.2","201,937","±6,800","6.9%","±0.2","132,352","±4,446","15.0%","±0.5","100,260","±3,643","3.8%","±0.1","36,337","±2,509","13.7%","±0.9","4,410","±1,087","0.3%","±0.1"
"    Boat, RV, van, etc.","2,677","±1,051","0.1%","±0.1","324","±227","0.1%","±0.1","10,852","±2,144","0.4%","±0.1","2,695","±1,051","0.2%","±0.1","16,730","±2,120","0.1%","±0.1","1,805","±677","0.1%","±0.1","317","±382","0.0%","±0.1","110","±125","0.0%","±0.1","293","±254","0.1%","±0.1","12,579","±2,580","0.1%","±0.1","2,627","±837","0.1%","±0.1","289","±268","0.1%","±0.1","1,263","±710","0.2%","±0.1","1,293","±807","0.0%","±0.1","550","±301","0.0%","±0.1","403","±260","0.0%","±0.1","284","±172","0.0%","±0.1","774","±353","0.0%","±0.1","1,858","±632","0.1%","±0.1","220","±214","0.0%","±0.1","773","±483","0.0%","±0.1","400","±357","0.0%","±0.1","743","±241","0.0%","±0.1","945","±483","0.0%","±0.1","920","±477","0.1%","±0.1","1,701","±670","0.1%","±0.1","741","±428","0.2%","±0.1","191","±188","0.0%","±0.1","866","±394","0.1%","±0.1","158","±183","0.0%","±0.1","1,016","±575","0.0%","±0.1","1,562","±618","0.2%","±0.1","3,938","±1,610","0.0%","±0.1","1,209","±597","0.0%","±0.1","193","±163","0.1%","±0.1","1,806","±784","0.0%","±0.1","2,716","±790","0.2%","±0.1","4,913","±1,288","0.3%","±0.1","917","±420","0.0%","±0.1","46","±55","0.0%","±0.1","905","±653","0.0%","±0.1","314","±326","0.1%","±0.1","1,510","±672","0.1%","±0.1","18,334","±2,473","0.2%","±0.1","737","±488","0.1%","±0.1","34","±33","0.0%","±0.1","838","±519","0.0%","±0.1","5,726","±1,374","0.2%","±0.1","376","±261","0.0%","±0.1","260","±133","0.0%","±0.1","358","±312","0.1%","±0.1","77","±92","0.0%","±0.1"
"YEAR STRUCTURE BUILT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,182,199","±249","2,182,199","(X)","311,182","±194","311,182","(X)","2,864,360","±369","2,864,360","(X)","1,324,471","±234","1,324,471","(X)","13,721,187","±730","13,721,187","(X)","2,224,661","±359","2,224,661","(X)","1,494,042","±230","1,494,042","(X)","409,779","±736","409,779","(X)","298,908","±51","298,908","(X)","9,027,271","±1,180","9,027,271","(X)","4,103,118","±411","4,103,118","(X)","522,314","±118","522,314","(X)","674,394","±189","674,394","(X)","5,296,209","±1,208","5,296,209","(X)","2,800,799","±396","2,800,799","(X)","1,340,588","±287","1,340,588","(X)","1,237,738","±367","1,237,738","(X)","1,932,731","±270","1,932,731","(X)","1,978,974","±263","1,978,974","(X)","725,650","±249","725,650","(X)","2,391,508","±329","2,391,508","(X)","2,819,028","±246","2,819,028","(X)","4,525,654","±338","4,525,654","(X)","2,354,075","±405","2,354,075","(X)","1,281,760","±248","1,281,760","(X)","2,723,449","±319","2,723,449","(X)","489,183","±119","489,183","(X)","801,182","±185","801,182","(X)","1,183,917","±133","1,183,917","(X)","617,702","±142","617,702","(X)","3,562,720","±312","3,562,720","(X)","908,168","±178","908,168","(X)","8,119,804","±706","8,119,804","(X)","4,362,956","±384","4,362,956","(X)","320,888","±121","320,888","(X)","5,133,528","±397","5,133,528","(X)","1,674,724","±191","1,674,724","(X)","1,684,244","±278","1,684,244","(X)","5,579,394","±523","5,579,394","(X)","464,741","±84","464,741","(X)","2,157,063","±687","2,157,063","(X)","366,521","±278","366,521","(X)","2,829,125","±239","2,829,125","(X)","10,099,242","±1,506","10,099,242","(X)","993,125","±165","993,125","(X)","324,385","±95","324,385","(X)","3,387,801","±429","3,387,801","(X)","2,907,605","±257","2,907,605","(X)","881,821","±210","881,821","(X)","2,634,806","±1,169","2,634,806","(X)","265,554","±96","265,554","(X)","1,567,959","±6,908","1,567,959","(X)"
"    Built 2005 or later","191,880","±7,266","8.8%","±0.3","26,485","±2,264","8.5%","±0.7","302,735","±10,767","10.6%","±0.4","115,423","±5,784","8.7%","±0.4","771,752","±17,730","5.6%","±0.1","172,482","±6,775","7.8%","±0.3","49,765","±3,158","3.3%","±0.2","40,042","±3,275","9.8%","±0.8","14,873","±1,575","5.0%","±0.5","707,737","±19,099","7.8%","±0.2","423,808","±11,169","10.3%","±0.3","37,579","±2,882","7.2%","±0.6","75,075","±3,887","11.1%","±0.6","282,537","±10,554","5.3%","±0.2","156,635","±5,727","5.6%","±0.2","82,453","±4,576","6.2%","±0.3","68,531","±4,352","5.5%","±0.4","136,228","±5,739","7.0%","±0.3","182,301","±6,999","9.2%","±0.4","36,809","±2,552","5.1%","±0.4","130,120","±5,968","5.4%","±0.2","104,666","±4,957","3.7%","±0.2","168,214","±5,601","3.7%","±0.1","140,419","±4,782","6.0%","±0.2","121,878","±6,230","9.5%","±0.5","189,914","±6,940","7.0%","±0.3","36,643","±3,256","7.5%","±0.7","50,203","±2,942","6.3%","±0.4","147,953","±8,263","12.5%","±0.7","29,449","±2,499","4.8%","±0.4","146,974","±6,235","4.1%","±0.2","68,441","±4,095","7.5%","±0.5","276,598","±8,039","3.4%","±0.1","422,513","±12,376","9.7%","±0.3","24,526","±2,310","7.6%","±0.7","215,800","±8,021","4.2%","±0.2","133,092","±4,908","7.9%","±0.3","123,172","±4,776","7.3%","±0.3","211,121","±5,790","3.8%","±0.1","12,789","±1,727","2.8%","±0.4","209,727","±8,954","9.7%","±0.4","29,976","±2,640","8.2%","±0.7","237,399","±9,184","8.4%","±0.3","1,164,724","±20,825","11.5%","±0.2","114,629","±5,651","11.5%","±0.6","15,233","±1,498","4.7%","±0.5","256,246","±9,762","7.6%","±0.3","257,692","±7,755","8.9%","±0.3","49,585","±3,391","5.6%","±0.4","137,677","±5,312","5.2%","±0.2","21,961","±2,314","8.3%","±0.9","66,770","±4,116","4.3%","±0.3"
"    Built 2000 to 2004","203,565","±7,721","9.3%","±0.4","31,492","±2,715","10.1%","±0.9","447,148","±13,564","15.6%","±0.5","127,948","±5,938","9.7%","±0.4","946,099","±20,387","6.9%","±0.1","280,281","±8,731","12.6%","±0.4","58,405","±3,440","3.9%","±0.2","49,227","±3,314","12.0%","±0.8","11,514","±1,687","3.9%","±0.6","1,199,649","±23,559","13.3%","±0.3","562,657","±15,354","13.7%","±0.4","37,905","±3,177","7.3%","±0.6","83,319","±4,781","12.4%","±0.7","357,754","±10,131","6.8%","±0.2","232,473","±8,145","8.3%","±0.3","86,458","±4,788","6.4%","±0.4","89,629","±3,955","7.2%","±0.3","178,597","±5,862","9.2%","±0.3","161,961","±6,456","8.2%","±0.3","56,486","±3,412","7.8%","±0.5","176,684","±8,029","7.4%","±0.3","117,581","±5,060","4.2%","±0.2","319,961","±7,812","7.1%","±0.2","217,016","±6,307","9.2%","±0.3","125,250","±6,059","9.8%","±0.5","223,384","±7,672","8.2%","±0.3","48,151","±2,915","9.8%","±0.6","53,894","±3,319","6.7%","±0.4","238,783","±9,784","20.2%","±0.8","49,745","±3,317","8.1%","±0.5","215,012","±6,705","6.0%","±0.2","82,664","±5,617","9.1%","±0.6","311,839","±8,908","3.8%","±0.1","526,376","±14,971","12.1%","±0.3","19,896","±2,029","6.2%","±0.6","330,986","±10,327","6.4%","±0.2","128,523","±5,807","7.7%","±0.3","148,003","±6,269","8.8%","±0.4","280,543","±7,661","5.0%","±0.1","18,439","±2,615","4.0%","±0.6","260,105","±9,339","12.1%","±0.4","30,766","±3,035","8.4%","±0.8","289,447","±9,258","10.2%","±0.3","1,198,327","±22,206","11.9%","±0.2","122,851","±5,427","12.4%","±0.5","22,484","±1,944","6.9%","±0.6","306,419","±8,668","9.0%","±0.3","278,953","±10,828","9.6%","±0.4","58,578","±3,679","6.6%","±0.4","224,481","±6,490","8.5%","±0.2","21,774","±2,187","8.2%","±0.8","143,035","±5,883","9.1%","±0.4"
"    Built 1990 to 1999","395,218","±10,217","18.1%","±0.5","41,456","±2,558","13.3%","±0.8","574,670","±10,553","20.1%","±0.4","242,216","±7,690","18.3%","±0.6","1,455,969","±16,103","10.6%","±0.1","378,221","±9,413","17.0%","±0.4","115,712","±5,146","7.7%","±0.3","62,567","±3,568","15.3%","±0.9","9,700","±1,664","3.2%","±0.6","1,572,082","±20,473","17.4%","±0.2","851,737","±14,316","20.8%","±0.3","74,275","±4,065","14.2%","±0.8","130,726","±5,558","19.4%","±0.8","554,730","±10,315","10.5%","±0.2","402,646","±11,844","14.4%","±0.4","145,307","±5,681","10.8%","±0.4","158,854","±5,786","12.8%","±0.5","322,450","±7,521","16.7%","±0.4","256,684","±6,329","13.0%","±0.3","88,911","±4,415","12.3%","±0.6","331,167","±9,533","13.8%","±0.4","202,665","±6,049","7.2%","±0.2","580,791","±9,189","12.8%","±0.2","316,279","±7,656","13.4%","±0.3","224,818","±6,859","17.5%","±0.5","384,967","±9,661","14.1%","±0.4","63,284","±3,730","12.9%","±0.8","91,387","±3,433","11.4%","±0.4","309,567","±9,485","26.1%","±0.8","65,023","±3,974","10.5%","±0.6","311,047","±7,993","8.7%","±0.2","154,866","±6,055","17.1%","±0.7","498,243","±10,302","6.1%","±0.1","889,122","±17,834","20.4%","±0.4","35,689","±1,977","11.1%","±0.6","587,187","±9,749","11.4%","±0.2","192,887","±5,789","11.5%","±0.3","297,207","±8,209","17.6%","±0.5","512,990","±9,243","9.2%","±0.2","30,697","±2,552","6.6%","±0.5","436,873","±13,526","20.3%","±0.6","48,385","±3,309","13.2%","±0.9","525,991","±10,369","18.6%","±0.4","1,536,490","±22,492","15.2%","±0.2","180,432","±4,966","18.2%","±0.5","35,946","±2,136","11.1%","±0.7","532,042","±11,471","15.7%","±0.3","491,696","±12,194","16.9%","±0.4","113,942","±4,744","12.9%","±0.5","361,287","±7,405","13.7%","±0.3","31,893","±2,869","12.0%","±1.1","252,136","±7,200","16.1%","±0.5"
"    Built 1980 to 1989","327,310","±8,891","15.0%","±0.4","76,802","±3,613","24.7%","±1.2","539,093","±12,503","18.8%","±0.4","213,361","±6,014","16.1%","±0.5","2,092,559","±22,218","15.3%","±0.2","325,505","±9,138","14.6%","±0.4","198,976","±7,091","13.3%","±0.5","56,576","±3,931","13.8%","±1.0","13,463","±1,849","4.5%","±0.6","1,909,498","±22,586","21.2%","±0.3","739,096","±15,599","18.0%","±0.4","86,913","±3,874","16.6%","±0.7","71,278","±3,732","10.6%","±0.6","465,517","±9,350","8.8%","±0.2","278,750","±8,232","10.0%","±0.3","91,729","±4,528","6.8%","±0.3","146,253","±5,439","11.8%","±0.4","260,597","±7,819","13.5%","±0.4","302,207","±8,993","15.3%","±0.5","110,384","±3,993","15.2%","±0.6","384,267","±9,502","16.1%","±0.4","295,614","±8,035","10.5%","±0.3","449,484","±8,537","9.9%","±0.2","308,703","±8,107","13.1%","±0.3","198,494","±7,913","15.5%","±0.6","333,277","±8,775","12.2%","±0.3","56,518","±2,775","11.6%","±0.6","75,406","±2,959","9.4%","±0.4","175,875","±6,269","14.9%","±0.5","123,413","±4,609","20.0%","±0.7","401,599","±9,313","11.3%","±0.3","157,989","±6,849","17.4%","±0.8","597,608","±10,903","7.4%","±0.1","700,318","±13,988","16.1%","±0.3","37,788","±2,544","11.8%","±0.8","462,090","±8,927","9.0%","±0.2","257,410","±7,080","15.4%","±0.4","183,208","±6,752","10.9%","±0.4","543,230","±11,305","9.7%","±0.2","46,341","±3,044","10.0%","±0.7","357,133","±8,511","16.6%","±0.4","35,621","±2,667","9.7%","±0.7","414,807","±11,180","14.7%","±0.4","1,777,696","±19,981","17.6%","±0.2","128,028","±5,013","12.9%","±0.5","53,105","±2,235","16.4%","±0.7","575,720","±13,990","17.0%","±0.4","401,508","±10,328","13.8%","±0.4","113,469","±4,202","12.9%","±0.5","258,707","±7,059","9.8%","±0.3","39,208","±2,466","14.8%","±0.9","258,775","±6,533","16.5%","±0.4"
