"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"        1-unit, attached","34,296","±3,034","1.6%","±0.1","21,419","±2,078","7.0%","±0.7","132,493","±6,401","4.6%","±0.2","21,164","±2,470","1.6%","±0.2","940,512","±13,010","6.8%","±0.1","156,822","±5,815","7.0%","±0.3","82,522","±4,498","5.5%","±0.3","62,014","±3,158","15.1%","±0.8","76,005","±3,402","25.1%","±1.1","568,308","±12,167","6.3%","±0.1","145,232","±5,633","3.5%","±0.1","40,822","±3,003","7.8%","±0.6","17,648","±1,754","2.6%","±0.3","307,241","±8,085","5.8%","±0.2","109,392","±5,278","3.9%","±0.2","53,166","±3,468","3.9%","±0.3","58,523","±3,715","4.7%","±0.3","51,400","±3,066","2.7%","±0.2","57,311","±3,231","2.9%","±0.2","15,151","±1,806","2.1%","±0.2","516,511","±8,045","21.5%","±0.3","146,184","±6,389","5.2%","±0.2","218,340","±6,895","4.8%","±0.2","175,420","±5,530","7.4%","±0.2","17,346","±2,166","1.4%","±0.2","90,037","±4,892","3.3%","±0.2","13,107","±1,495","2.7%","±0.3","29,739","±2,343","3.7%","±0.3","49,011","±2,968","4.1%","±0.3","31,365","±2,835","5.1%","±0.5","334,704","±8,067","9.4%","±0.2","37,483","±3,374","4.1%","±0.4","409,804","±7,866","5.0%","±0.1","173,952","±6,364","4.0%","±0.1","19,484","±2,509","5.7%","±0.7","229,519","±6,257","4.5%","±0.1","33,915","±2,285","2.0%","±0.1","72,326","±3,653","4.3%","±0.2","1,028,005","±13,461","18.5%","±0.2","15,972","±2,630","3.5%","±0.6","59,753","±3,420","2.8%","±0.2","11,322","±1,664","3.1%","±0.4","89,474","±4,488","3.1%","±0.2","279,217","±8,653","2.7%","±0.1","59,484","±3,288","5.9%","±0.3","13,015","±1,294","4.0%","±0.4","382,501","±8,103","11.2%","±0.2","111,034","±5,436","3.8%","±0.2","18,088","±1,918","2.1%","±0.2","114,275","±4,645","4.3%","±0.2","9,514","±1,659","3.6%","±0.6","180,147","±6,414","11.5%","±0.4"
"        2 units","46,704","±3,400","2.1%","±0.2","15,460","±1,572","5.0%","±0.5","39,791","±3,294","1.4%","±0.1","42,112","±3,692","3.2%","±0.3","348,662","±8,938","2.5%","±0.1","38,628","±3,198","1.7%","±0.1","120,596","±6,334","8.1%","±0.4","6,063","±1,227","1.5%","±0.3","10,466","±1,728","3.5%","±0.6","202,162","±7,279","2.2%","±0.1","93,885","±5,029","2.3%","±0.1","11,064","±1,799","2.1%","±0.3","17,848","±2,157","2.6%","±0.3","302,317","±8,105","5.7%","±0.2","70,783","±4,072","2.5%","±0.1","33,364","±2,220","2.5%","±0.2","28,910","±2,648","2.3%","±0.2","59,051","±4,062","3.0%","±0.2","83,264","±4,610","4.2%","±0.2","35,791","±3,329","4.9%","±0.5","38,481","±3,079","1.6%","±0.1","288,718","±8,332","10.3%","±0.3","111,734","±4,374","2.5%","±0.1","55,913","±3,652","2.4%","±0.2","29,227","±2,976","2.3%","±0.2","94,799","±5,047","3.5%","±0.2","18,163","±2,125","3.7%","±0.4","14,935","±1,817","1.9%","±0.2","14,081","±1,901","1.2%","±0.2","36,766","±3,187","6.0%","±0.5","352,638","±9,768","9.9%","±0.3","16,837","±2,245","1.9%","±0.2","856,443","±13,379","10.5%","±0.2","90,676","±4,917","2.1%","±0.1","7,864","±1,772","2.3%","±0.5","226,509","±6,973","4.4%","±0.1","39,807","±2,958","2.4%","±0.2","49,360","±3,887","2.9%","±0.2","262,431","±8,281","4.7%","±0.1","53,493","±3,380","11.6%","±0.7","47,655","±3,548","2.2%","±0.2","7,592","±1,567","2.1%","±0.4","85,989","±4,649","3.0%","±0.2","201,670","±8,376","2.0%","±0.1","32,079","±2,986","3.2%","±0.3","18,629","±1,829","5.8%","±0.6","61,268","±4,347","1.8%","±0.1","75,567","±5,106","2.6%","±0.2","19,913","±2,436","2.3%","±0.3","171,368","±5,503","6.5%","±0.2","5,155","±1,187","1.9%","±0.4","59,169","±3,282","3.8%","±0.2"
"        3 or 4 units","65,122","±3,907","3.0%","±0.2","22,234","±2,401","7.2%","±0.8","100,518","±5,164","3.5%","±0.2","43,975","±4,097","3.3%","±0.3","781,475","±16,316","5.7%","±0.1","74,573","±5,501","3.3%","±0.2","136,285","±5,698","9.2%","±0.4","9,848","±1,583","2.4%","±0.4","24,143","±2,633","8.0%","±0.9","355,460","±11,928","3.9%","±0.1","123,713","±6,538","3.0%","±0.2","22,543","±2,272","4.3%","±0.4","25,835","±2,518","3.8%","±0.4","352,164","±8,419","6.7%","±0.2","100,046","±5,175","3.6%","±0.2","43,122","±2,647","3.2%","±0.2","39,409","±3,746","3.2%","±0.3","75,367","±4,579","3.9%","±0.2","82,891","±5,451","4.2%","±0.3","40,558","±3,660","5.6%","±0.5","52,097","±3,468","2.2%","±0.1","318,130","±9,199","11.3%","±0.3","112,561","±5,194","2.5%","±0.1","49,184","±3,286","2.1%","±0.1","42,412","±3,663","3.3%","±0.3","126,788","±5,227","4.7%","±0.2","23,318","±2,613","4.8%","±0.5","19,843","±2,356","2.5%","±0.3","74,973","±4,077","6.3%","±0.3","36,298","±3,219","5.9%","±0.5","227,475","±7,107","6.4%","±0.2","31,160","±3,213","3.4%","±0.4","606,783","±13,417","7.5%","±0.2","120,498","±5,217","2.7%","±0.1","14,439","±1,708","4.3%","±0.5","227,596","±6,981","4.4%","±0.1","44,500","±2,727","2.6%","±0.2","78,137","±4,612","4.6%","±0.3","233,730","±8,016","4.2%","±0.1","57,164","±3,230","12.4%","±0.7","61,201","±4,731","2.8%","±0.2","13,812","±1,988","3.7%","±0.5","97,319","±4,546","3.4%","±0.2","337,956","±9,562","3.3%","±0.1","46,658","±3,809","4.6%","±0.4","22,589","±2,219","7.0%","±0.7","95,062","±5,314","2.8%","±0.2","112,384","±6,090","3.8%","±0.2","25,892","±2,487","2.9%","±0.3","97,165","±4,627","3.7%","±0.2","12,687","±1,924","4.8%","±0.7","55,606","±3,263","3.5%","±0.2"
"        5 to 9 units","94,365","±5,149","4.3%","±0.2","14,552","±2,334","4.7%","±0.8","125,163","±6,636","4.3%","±0.2","41,428","±3,152","3.1%","±0.2","863,609","±14,002","6.3%","±0.1","105,575","±5,443","4.7%","±0.2","80,851","±4,138","5.4%","±0.3","16,050","±2,273","3.9%","±0.6","21,129","±2,095","7.0%","±0.7","460,531","±11,185","5.1%","±0.1","224,620","±9,144","5.5%","±0.2","35,049","±2,637","6.7%","±0.5","17,674","±2,040","2.6%","±0.3","340,648","±9,245","6.4%","±0.2","129,160","±5,987","4.6%","±0.2","47,961","±3,424","3.6%","±0.3","46,932","±3,164","3.8%","±0.3","92,962","±4,749","4.8%","±0.2","64,688","±4,053","3.2%","±0.2","26,244","±2,619","3.6%","±0.4","118,376","±5,168","4.9%","±0.2","164,460","±5,496","5.8%","±0.2","189,561","±6,136","4.2%","±0.1","54,136","±3,071","2.3%","±0.1","60,523","±4,201","4.7%","±0.3","102,196","±5,284","3.8%","±0.2","13,709","±2,236","2.8%","±0.5","33,213","±2,714","4.1%","±0.3","110,480","±5,459","9.3%","±0.5","29,602","±2,674","4.8%","±0.4","178,343","±7,194","5.0%","±0.2","23,151","±2,605","2.6%","±0.3","420,567","±8,458","5.2%","±0.1","207,720","±8,224","4.7%","±0.2","11,983","±1,578","3.5%","±0.5","256,854","±8,793","5.0%","±0.2","60,454","±3,189","3.6%","±0.2","71,173","±4,188","4.2%","±0.2","186,491","±6,983","3.4%","±0.1","21,922","±2,624","4.7%","±0.6","102,059","±5,155","4.7%","±0.2","14,775","±1,733","4.0%","±0.5","129,795","±5,837","4.6%","±0.2","510,291","±12,434","5.0%","±0.1","29,492","±3,202","2.9%","±0.3","15,543","±1,619","4.8%","±0.5","158,805","±5,903","4.7%","±0.2","133,409","±7,181","4.6%","±0.2","25,919","±2,696","2.9%","±0.3","130,355","±5,870","5.0%","±0.2","9,221","±1,709","3.5%","±0.6","73,116","±4,055","4.6%","±0.3"
"        10 to 19 units","73,790","±4,015","3.4%","±0.2","7,690","±1,192","2.5%","±0.4","152,005","±6,684","5.3%","±0.2","46,532","±4,226","3.5%","±0.3","729,142","±15,737","5.3%","±0.1","128,587","±6,062","5.7%","±0.3","54,103","±4,370","3.6%","±0.3","22,666","±2,116","5.5%","±0.5","31,918","±2,423","10.5%","±0.8","548,259","±12,975","6.1%","±0.1","196,820","±8,957","4.8%","±0.2","28,238","±2,574","5.4%","±0.5","13,644","±2,260","2.0%","±0.3","221,537","±6,399","4.2%","±0.1","111,522","±6,282","4.0%","±0.2","51,623","±3,755","3.8%","±0.3","47,047","±3,378","3.8%","±0.3","63,079","±3,767","3.3%","±0.2","56,182","±4,589","2.8%","±0.2","13,826","±1,887","1.9%","±0.3","207,028","±6,681","8.6%","±0.3","116,869","±5,103","4.2%","±0.2","166,915","±6,089","3.7%","±0.1","79,515","±4,379","3.4%","±0.2","32,431","±3,714","2.5%","±0.3","97,852","±5,689","3.6%","±0.2","10,587","±1,694","2.2%","±0.3","37,690","±3,166","4.7%","±0.4","70,464","±4,208","5.9%","±0.4","17,951","±2,259","2.9%","±0.4","183,097","±7,347","5.1%","±0.2","24,426","±3,101","2.7%","±0.3","334,514","±9,558","4.1%","±0.1","174,903","±6,749","4.0%","±0.2","18,135","±2,026","5.3%","±0.6","207,997","±7,302","4.1%","±0.1","61,523","±2,952","3.7%","±0.2","61,325","±4,641","3.6%","±0.3","139,895","±6,268","2.5%","±0.1","15,826","±2,342","3.4%","±0.5","80,103","±4,824","3.7%","±0.2","15,526","±2,215","4.2%","±0.6","106,202","±5,140","3.7%","±0.2","657,191","±16,215","6.4%","±0.2","46,943","±3,655","4.7%","±0.4","4,992","±1,126","1.5%","±0.3","200,616","±6,372","5.9%","±0.2","152,322","±5,861","5.2%","±0.2","13,440","±1,605","1.5%","±0.2","90,314","±4,252","3.4%","±0.2","6,264","±1,367","2.4%","±0.5","49,085","±3,437","3.1%","±0.2"
"        20 or more units","82,066","±4,762","3.7%","±0.2","13,376","±1,659","4.4%","±0.5","184,028","±6,553","6.4%","±0.2","40,533","±3,440","3.0%","±0.3","1,590,207","±17,237","11.5%","±0.1","229,860","±6,274","10.2%","±0.3","124,847","±5,617","8.4%","±0.4","17,170","±1,665","4.2%","±0.4","103,428","±3,655","34.1%","±1.2","1,192,229","±15,948","13.2%","±0.2","223,233","±8,285","5.4%","±0.2","103,231","±4,005","19.6%","±0.8","22,019","±2,453","3.3%","±0.4","533,922","±7,809","10.1%","±0.1","111,912","±5,427","4.0%","±0.2","76,227","±3,994","5.6%","±0.3","58,943","±3,102","4.8%","±0.2","56,746","±3,931","2.9%","±0.2","82,642","±4,155","4.2%","±0.2","23,820","±2,383","3.3%","±0.3","199,623","±6,501","8.3%","±0.3","296,211","±7,920","10.5%","±0.3","224,901","±6,526","5.0%","±0.1","275,801","±6,168","11.6%","±0.3","26,526","±2,620","2.1%","±0.2","121,788","±4,823","4.5%","±0.2","18,577","±2,086","3.8%","±0.4","53,809","±2,975","6.7%","±0.4","95,883","±4,210","8.1%","±0.4","39,803","±2,854","6.5%","±0.5","364,015","±8,360","10.2%","±0.2","34,824","±2,713","3.8%","±0.3","1,904,502","±15,542","23.4%","±0.2","168,754","±6,973","3.8%","±0.2","36,264","±2,897","10.7%","±0.9","265,058","±8,252","5.2%","±0.2","60,174","±2,778","3.6%","±0.2","134,175","±5,076","8.0%","±0.3","314,527","±7,215","5.7%","±0.1","34,048","±2,423","7.4%","±0.5","93,708","±4,457","4.3%","±0.2","19,815","±2,012","5.4%","±0.5","109,730","±5,416","3.9%","±0.2","838,730","±14,330","8.2%","±0.1","57,067","±3,210","5.7%","±0.3","10,817","±1,253","3.3%","±0.4","240,999","±6,116","7.1%","±0.2","282,542","±7,639","9.6%","±0.3","21,680","±2,250","2.5%","±0.3","180,122","±5,377","6.8%","±0.2","8,679","±1,686","3.3%","±0.6","89,268","±4,008","5.7%","±0.3"
"        Mobile home","298,333","±7,447","13.6%","±0.3","14,201","±1,900","4.6%","±0.6","305,748","±6,404","10.6%","±0.2","171,218","±6,756","12.9%","±0.5","513,724","±8,906","3.7%","±0.1","93,105","±4,491","4.1%","±0.2","13,116","±1,908","0.9%","±0.1","37,740","±3,062","9.2%","±0.7","0","±203","0.0%","±0.1","827,830","±14,064","9.1%","±0.2","373,277","±8,727","9.1%","±0.2","896","±523","0.2%","±0.1","60,192","±3,155","8.9%","±0.5","135,459","±5,048","2.6%","±0.1","143,229","±5,416","5.1%","±0.2","46,553","±3,008","3.4%","±0.2","63,556","±3,462","5.1%","±0.3","225,769","±6,127","11.7%","±0.3","265,488","±7,529","13.3%","±0.4","62,362","±3,182","8.6%","±0.4","37,692","±3,454","1.6%","±0.1","23,209","±2,216","0.8%","±0.1","245,738","±5,483","5.4%","±0.1","82,810","±2,985","3.5%","±0.1","185,277","±6,734","14.4%","±0.5","179,048","±6,757","6.6%","±0.2","51,893","±2,543","10.7%","±0.5","29,912","±1,956","3.7%","±0.2","63,762","±3,578","5.4%","±0.3","37,210","±3,082","6.0%","±0.5","33,262","±2,514","0.9%","±0.1","150,310","±5,397","16.6%","±0.6","195,340","±5,936","2.4%","±0.1","587,538","±11,326","13.4%","±0.3","26,904","±1,754","7.9%","±0.5","195,487","±6,061","3.8%","±0.1","162,730","±4,235","9.7%","±0.3","141,457","±5,292","8.4%","±0.3","227,463","±6,390","4.1%","±0.1","5,214","±1,154","1.1%","±0.3","363,793","±8,280","16.9%","±0.4","31,774","±2,257","8.6%","±0.6","264,319","±7,058","9.3%","±0.2","748,948","±12,839","7.3%","±0.1","36,320","±2,418","3.6%","±0.2","22,263","±1,779","6.9%","±0.5","171,783","±6,958","5.0%","±0.2","212,056","±6,648","7.2%","±0.2","131,710","±5,606","15.0%","±0.6","97,201","±3,353","3.7%","±0.1","36,418","±2,771","13.7%","±1.0","6,053","±1,454","0.4%","±0.1"
"        Boat, RV, van, etc.","1,600","±540","0.1%","±0.1","218","±172","0.1%","±0.1","10,016","±1,530","0.3%","±0.1","1,509","±491","0.1%","±0.1","14,053","±1,932","0.1%","±0.1","1,417","±553","0.1%","±0.1","461","±284","0.0%","±0.1","145","±149","0.0%","±0.1","0","±203","0.0%","±0.1","11,799","±1,713","0.1%","±0.1","2,329","±811","0.1%","±0.1","26","±31","0.0%","±0.1","1,120","±632","0.2%","±0.1","1,305","±521","0.0%","±0.1","713","±375","0.0%","±0.1","482","±325","0.0%","±0.1","566","±289","0.0%","±0.1","1,221","±631","0.1%","±0.1","2,879","±1,006","0.1%","±0.1","293","±253","0.0%","±0.1","563","±374","0.0%","±0.1","158","±130","0.0%","±0.1","1,416","±545","0.0%","±0.1","587","±270","0.0%","±0.1","896","±380","0.1%","±0.1","1,949","±803","0.1%","±0.1","585","±329","0.1%","±0.1","180","±162","0.0%","±0.1","1,423","±559","0.1%","±0.1","37","±38","0.0%","±0.1","1,033","±544","0.0%","±0.1","1,112","±467","0.1%","±0.1","3,999","±1,269","0.0%","±0.1","1,878","±665","0.0%","±0.1","110","±111","0.0%","±0.1","1,447","±645","0.0%","±0.1","2,233","±537","0.1%","±0.1","5,364","±1,144","0.3%","±0.1","1,696","±482","0.0%","±0.1","476","±516","0.1%","±0.1","1,337","±549","0.1%","±0.1","129","±116","0.0%","±0.1","2,096","±685","0.1%","±0.1","17,740","±2,489","0.2%","±0.1","443","±281","0.0%","±0.1","32","±44","0.0%","±0.1","1,696","±617","0.0%","±0.1","6,352","±1,287","0.2%","±0.1","578","±374","0.1%","±0.1","458","±263","0.0%","±0.1","308","±281","0.1%","±0.1","0","±225","0.0%","±0.1"
"YEAR STRUCTURE BUILT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,190,027","±209","2,190,027","(X)","307,417","±118","307,417","(X)","2,892,359","±448","2,892,359","(X)","1,329,777","±274","1,329,777","(X)","13,791,262","±659","13,791,262","(X)","2,247,291","±365","2,247,291","(X)","1,488,072","±488","1,488,072","(X)","412,015","±82","412,015","(X)","302,975","±82","302,975","(X)","9,047,973","±677","9,047,973","(X)","4,110,162","±454","4,110,162","(X)","526,305","±118","526,305","(X)","676,192","±151","676,192","(X)","5,289,653","±519","5,289,653","(X)","2,809,640","±388","2,809,640","(X)","1,349,607","±435","1,349,607","(X)","1,239,755","±265","1,239,755","(X)","1,936,634","±375","1,936,634","(X)","1,990,967","±283","1,990,967","(X)","723,140","±130","723,140","(X)","2,404,177","±294","2,404,177","(X)","2,813,641","±270","2,813,641","(X)","4,525,266","±593","4,525,266","(X)","2,368,754","±644","2,368,754","(X)","1,283,192","±201","1,283,192","(X)","2,719,109","±265","2,719,109","(X)","485,767","±162","485,767","(X)","806,888","±638","806,888","(X)","1,186,936","±122","1,186,936","(X)","616,496","±199","616,496","(X)","3,578,260","±359","3,578,260","(X)","905,134","±292","905,134","(X)","8,126,399","±557","8,126,399","(X)","4,394,515","±559","4,394,515","(X)","339,293","±180","339,293","(X)","5,124,126","±417","5,124,126","(X)","1,682,358","±207","1,682,358","(X)","1,684,107","±180","1,684,107","(X)","5,565,354","±405","5,565,354","(X)","461,658","±77","461,658","(X)","2,158,784","±213","2,158,784","(X)","370,207","±292","370,207","(X)","2,840,998","±322","2,840,998","(X)","10,256,203","±658","10,256,203","(X)","1,006,164","±170","1,006,164","(X)","323,936","±138","323,936","(X)","3,412,577","±461","3,412,577","(X)","2,928,300","±262","2,928,300","(X)","879,424","±204","879,424","(X)","2,633,420","±384","2,633,420","(X)","265,471","±91","265,471","(X)","1,572,849","±6,980","1,572,849","(X)"
"        Built 2010 or later","48,199","±4,223","2.2%","±0.2","5,022","±1,083","1.6%","±0.4","36,237","±3,095","1.3%","±0.1","30,739","±3,220","2.3%","±0.2","121,157","±4,453","0.9%","±0.1","31,792","±2,928","1.4%","±0.1","11,686","±1,862","0.8%","±0.1","7,615","±1,375","1.8%","±0.3","6,080","±988","2.0%","±0.3","117,006","±5,376","1.3%","±0.1","62,486","±4,844","1.5%","±0.1","9,296","±1,327","1.8%","±0.3","12,395","±2,343","1.8%","±0.3","38,808","±2,759","0.7%","±0.1","42,271","±3,282","1.5%","±0.1","23,276","±2,320","1.7%","±0.2","14,581","±1,661","1.2%","±0.1","33,339","±3,224","1.7%","±0.2","49,383","±3,537","2.5%","±0.2","7,520","±1,321","1.0%","±0.2","32,938","±2,644","1.4%","±0.1","25,106","±2,251","0.9%","±0.1","25,749","±2,547","0.6%","±0.1","27,058","±2,136","1.1%","±0.1","24,576","±2,787","1.9%","±0.2","37,141","±2,968","1.4%","±0.1","7,626","±1,268","1.6%","±0.3","15,399","±1,625","1.9%","±0.2","22,885","±2,420","1.9%","±0.2","6,742","±1,323","1.1%","±0.2","33,166","±2,947","0.9%","±0.1","13,982","±1,757","1.5%","±0.2","71,872","±4,207","0.9%","±0.1","93,998","±4,625","2.1%","±0.1","13,898","±1,900","4.1%","±0.6","49,236","±3,793","1.0%","±0.1","40,895","±3,043","2.4%","±0.2","23,436","±2,414","1.4%","±0.1","49,562","±2,987","0.9%","±0.1","2,529","±871","0.5%","±0.2","44,797","±3,197","2.1%","±0.1","9,984","±1,182","2.7%","±0.3","57,366","±3,619","2.0%","±0.1","305,307","±8,855","3.0%","±0.1","25,147","±2,307","2.5%","±0.2","3,419","±820","1.1%","±0.3","66,651","±4,962","2.0%","±0.1","54,236","±3,692","1.9%","±0.1","12,352","±1,514","1.4%","±0.2","29,468","±2,417","1.1%","±0.1","6,747","±1,209","2.5%","±0.5","8,001","±1,450","0.5%","±0.1"
"        Built 2000 to 2009","362,275","±7,931","16.5%","±0.4","51,631","±3,133","16.8%","±1.0","751,443","±11,067","26.0%","±0.4","230,550","±6,614","17.3%","±0.5","1,635,062","±17,258","11.9%","±0.1","425,593","±7,711","18.9%","±0.3","103,239","±4,944","6.9%","±0.3","79,186","±3,604","19.2%","±0.9","28,368","±2,735","9.4%","±0.9","1,859,596","±17,862","20.6%","±0.2","952,800","±13,291","23.2%","±0.3","70,632","±4,015","13.4%","±0.8","152,416","±5,360","22.5%","±0.8","581,868","±10,627","11.0%","±0.2","369,702","±9,566","13.2%","±0.3","155,481","±4,699","11.5%","±0.3","151,487","±5,353","12.2%","±0.4","299,877","±8,776","15.5%","±0.5","319,057","±7,236","16.0%","±0.4","91,122","±4,667","12.6%","±0.6","295,293","±7,938","12.3%","±0.3","214,422","±6,693","7.6%","±0.2","459,850","±9,093","10.2%","±0.2","340,949","±6,516","14.4%","±0.3","229,366","±5,888","17.9%","±0.5","380,460","±8,532","14.0%","±0.3","80,357","±3,768","16.5%","±0.8","100,887","±3,711","12.5%","±0.5","367,611","±7,557","31.0%","±0.6","75,642","±4,079","12.3%","±0.7","341,119","±8,866","9.5%","±0.2","150,225","±5,983","16.6%","±0.7","540,780","±9,386","6.7%","±0.1","913,790","±13,847","20.8%","±0.3","46,253","±2,835","13.6%","±0.8","511,068","±9,628","10.0%","±0.2","238,198","±5,815","14.2%","±0.3","251,794","±6,726","15.0%","±0.4","467,345","±9,146","8.4%","±0.2","30,410","±2,592","6.6%","±0.6","456,143","±10,061","21.1%","±0.5","54,907","±2,739","14.8%","±0.7","503,287","±10,168","17.7%","±0.4","2,201,769","±22,361","21.5%","±0.2","229,062","±6,359","22.8%","±0.6","33,124","±1,954","10.2%","±0.6","561,143","±10,667","16.4%","±0.3","497,748","±11,323","17.0%","±0.4","100,958","±4,881","11.5%","±0.6","346,368","±7,851","13.2%","±0.3","44,617","±3,311","16.8%","±1.2","212,458","±6,107","13.5%","±0.4"
"        Built 1990 to 1999","409,258","±8,717","18.7%","±0.4","46,957","±2,886","15.3%","±0.9","601,718","±9,851","20.8%","±0.3","254,122","±6,785","19.1%","±0.5","1,503,055","±18,069","10.9%","±0.1","383,707","±8,558","17.1%","±0.4","112,306","±4,428","7.5%","±0.3","67,007","±3,662","16.3%","±0.9","9,982","±1,394","3.3%","±0.5","1,535,375","±18,930","17.0%","±0.2","881,986","±14,676","21.5%","±0.4","77,396","±3,582","14.7%","±0.7","124,667","±4,615","18.4%","±0.7","587,470","±10,120","11.1%","±0.2","417,011","±9,051","14.8%","±0.3","149,856","±4,827","11.1%","±0.4","158,780","±5,651","12.8%","±0.5","332,953","±8,961","17.2%","±0.5","260,218","±7,428","13.1%","±0.4","87,931","±3,687","12.2%","±0.5","349,782","±8,362","14.5%","±0.3","215,847","±7,207","7.7%","±0.3","584,313","±10,404","12.9%","±0.2","325,873","±6,247","13.8%","±0.3","236,151","±7,687","18.4%","±0.6","391,518","±8,897","14.4%","±0.3","67,685","±3,722","13.9%","±0.8","93,328","±4,228","11.6%","±0.5","307,062","±7,650","25.9%","±0.6","64,964","±3,911","10.5%","±0.6","328,243","±7,571","9.2%","±0.2","156,335","±5,509","17.3%","±0.6","488,798","±9,953","6.0%","±0.1","906,327","±14,058","20.6%","±0.3","38,300","±3,034","11.3%","±0.9","604,537","±11,529","11.8%","±0.2","200,906","±4,884","11.9%","±0.3","292,137","±7,232","17.3%","±0.4","535,541","±9,908","9.6%","±0.2","37,704","±2,845","8.2%","±0.6","424,231","±9,366","19.7%","±0.4","49,350","±2,829","13.3%","±0.8","519,373","±10,017","18.3%","±0.4","1,629,018","±20,180","15.9%","±0.2","185,615","±5,848","18.4%","±0.6","38,645","±2,242","11.9%","±0.7","555,908","±9,322","16.3%","±0.3","521,388","±10,561","17.8%","±0.4","120,957","±5,221","13.8%","±0.6","366,778","±7,089","13.9%","±0.3","31,497","±3,023","11.9%","±1.1","250,930","±6,899","16.0%","±0.4"
"        Built 1980 to 1989","327,134","±7,497","14.9%","±0.3","77,647","±3,102","25.3%","±1.0","526,414","±10,242","18.2%","±0.4","213,155","±7,622","16.0%","±0.6","2,123,198","±22,907","15.4%","±0.2","337,643","±8,302","15.0%","±0.4","190,017","±5,819","12.8%","±0.4","66,616","±3,694","16.2%","±0.9","13,400","±1,765","4.4%","±0.6","1,943,943","±22,637","21.5%","±0.3","699,904","±13,708","17.0%","±0.3","83,263","±4,448","15.8%","±0.8","70,601","±4,057","10.4%","±0.6","470,009","±9,564","8.9%","±0.2","279,144","±6,740","9.9%","±0.2","100,628","±4,720","7.5%","±0.3","143,799","±4,819","11.6%","±0.4","248,909","±7,084","12.9%","±0.4","303,740","±8,051","15.3%","±0.4","105,623","±3,969","14.6%","±0.5","378,433","±8,226","15.7%","±0.3","304,993","±7,266","10.8%","±0.3","450,020","±9,716","9.9%","±0.2","311,284","±6,873","13.1%","±0.3","191,911","±6,328","15.0%","±0.5","327,897","±7,982","12.1%","±0.3","53,740","±2,990","11.1%","±0.6","76,753","±3,736","9.5%","±0.5","188,099","±6,016","15.8%","±0.5","124,382","±4,499","20.2%","±0.7","444,977","±9,098","12.4%","±0.3","155,016","±6,128","17.1%","±0.7","614,939","±10,436","7.6%","±0.1","702,664","±11,042","16.0%","±0.3","37,427","±2,460","11.0%","±0.7","468,255","±10,407","9.1%","±0.2","251,173","±5,560","14.9%","±0.3","181,894","±6,239","10.8%","±0.4","534,052","±9,434","9.6%","±0.2","47,839","±3,091","10.4%","±0.7","367,861","±8,159","17.0%","±0.4","37,720","±2,779","10.2%","±0.7","410,507","±10,075","14.4%","±0.4","1,753,377","±16,946","17.1%","±0.2","125,509","±4,850","12.5%","±0.5","50,601","±2,800","15.6%","±0.9","565,547","±11,573","16.6%","±0.3","387,708","±9,818","13.2%","±0.3","109,211","±4,898","12.4%","±0.6","258,590","±7,082","9.8%","±0.3","33,713","±2,511","12.7%","±0.9","265,524","±8,055","16.9%","±0.5"
