"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"GROSS RENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied units paying rent","481,342","±9,568","481,342","(X)","80,747","±3,423","80,747","(X)","771,464","±14,024","771,464","(X)","324,621","±7,955","324,621","(X)","5,333,141","±25,815","5,333,141","(X)","641,323","±11,724","641,323","(X)","418,277","±8,909","418,277","(X)","84,447","±4,057","84,447","(X)","140,494","±4,968","140,494","(X)","2,122,474","±20,235","2,122,474","(X)","1,100,624","±13,774","1,100,624","(X)","174,698","±5,350","174,698","(X)","163,288","±5,081","163,288","(X)","1,466,636","±13,003","1,466,636","(X)","685,629","±9,292","685,629","(X)","315,499","±6,705","315,499","(X)","330,148","±6,881","330,148","(X)","477,420","±10,921","477,420","(X)","493,147","±11,579","493,147","(X)","137,968","±5,508","137,968","(X)","674,212","±10,857","674,212","(X)","918,330","±10,625","918,330","(X)","978,383","±12,412","978,383","(X)","538,519","±8,009","538,519","(X)","285,593","±6,853","285,593","(X)","680,686","±11,303","680,686","(X)","108,062","±4,611","108,062","(X)","218,494","±6,077","218,494","(X)","409,948","±8,644","409,948","(X)","139,793","±5,134","139,793","(X)","1,031,471","±12,089","1,031,471","(X)","223,507","±7,294","223,507","(X)","3,182,906","±16,954","3,182,906","(X)","1,114,068","±13,882","1,114,068","(X)","84,635","±3,753","84,635","(X)","1,353,338","±16,504","1,353,338","(X)","416,373","±7,638","416,373","(X)","540,713","±10,892","540,713","(X)","1,380,016","±15,293","1,380,016","(X)","150,933","±5,599","150,933","(X)","494,631","±10,949","494,631","(X)","92,510","±3,535","92,510","(X)","708,811","±11,226","708,811","(X)","2,993,082","±25,560","2,993,082","(X)","252,062","±6,227","252,062","(X)","71,467","±3,317","71,467","(X)","909,871","±12,962","909,871","(X)","924,551","±11,904","924,551","(X)","158,758","±5,945","158,758","(X)","683,127","±10,945","683,127","(X)","58,920","±3,473","58,920","(X)","245,087","±6,170","245,087","(X)"
"    Less than $200","14,016","±1,889","2.9%","±0.4","1,176","±546","1.5%","±0.7","7,935","±1,590","1.0%","±0.2","8,456","±1,280","2.6%","±0.4","35,101","±3,291","0.7%","±0.1","11,607","±1,768","1.8%","±0.3","11,289","±1,770","2.7%","±0.4","1,812","±723","2.1%","±0.9","5,433","±1,140","3.9%","±0.8","32,637","±2,731","1.5%","±0.1","18,438","±2,043","1.7%","±0.2","3,450","±850","2.0%","±0.5","3,392","±953","2.1%","±0.6","33,701","±2,796","2.3%","±0.2","18,180","±2,096","2.7%","±0.3","8,410","±1,071","2.7%","±0.3","8,229","±1,346","2.5%","±0.4","20,681","±2,253","4.3%","±0.5","12,288","±1,991","2.5%","±0.4","5,629","±1,219","4.1%","±0.9","18,370","±2,059","2.7%","±0.3","22,213","±2,647","2.4%","±0.3","23,686","±2,397","2.4%","±0.2","14,245","±1,590","2.6%","±0.3","10,507","±1,524","3.7%","±0.5","17,118","±2,136","2.5%","±0.3","3,957","±837","3.7%","±0.8","5,162","±1,072","2.4%","±0.5","3,393","±1,005","0.8%","±0.2","3,461","±871","2.5%","±0.6","17,693","±2,126","1.7%","±0.2","6,656","±1,571","3.0%","±0.7","45,779","±3,945","1.4%","±0.1","24,939","±2,202","2.2%","±0.2","2,950","±648","3.5%","±0.7","45,721","±3,607","3.4%","±0.3","8,650","±1,537","2.1%","±0.4","11,552","±1,730","2.1%","±0.3","36,640","±2,902","2.7%","±0.2","4,049","±1,164","2.7%","±0.8","10,300","±1,727","2.1%","±0.3","4,093","±831","4.4%","±0.9","24,166","±2,345","3.4%","±0.3","51,148","±3,608","1.7%","±0.1","4,289","±1,246","1.7%","±0.5","1,881","±778","2.6%","±1.1","20,008","±2,630","2.2%","±0.3","17,301","±2,368","1.9%","±0.3","8,438","±1,869","5.3%","±1.1","10,192","±1,432","1.5%","±0.2","777","±381","1.3%","±0.6","46,406","±3,127","18.9%","±1.2"
"    $200 to $299","22,712","±2,241","4.7%","±0.5","1,213","±525","1.5%","±0.7","11,880","±2,066","1.5%","±0.3","14,542","±2,117","4.5%","±0.6","118,526","±5,638","2.2%","±0.1","15,347","±2,018","2.4%","±0.3","14,614","±2,149","3.5%","±0.5","2,012","±544","2.4%","±0.6","3,998","±972","2.8%","±0.7","43,479","±3,683","2.0%","±0.2","34,014","±3,075","3.1%","±0.3","3,328","±914","1.9%","±0.5","7,182","±1,308","4.4%","±0.8","42,291","±3,136","2.9%","±0.2","25,108","±2,476","3.7%","±0.4","13,768","±1,387","4.4%","±0.4","12,797","±1,596","3.9%","±0.5","26,593","±2,611","5.6%","±0.5","21,138","±2,401","4.3%","±0.5","10,263","±1,498","7.4%","±1.0","16,699","±1,971","2.5%","±0.3","59,439","±3,142","6.5%","±0.3","38,266","±2,782","3.9%","±0.3","29,607","±2,515","5.5%","±0.5","15,678","±2,368","5.5%","±0.8","30,333","±2,269","4.5%","±0.3","4,557","±1,010","4.2%","±0.9","7,854","±1,064","3.6%","±0.5","4,665","±1,195","1.1%","±0.3","3,681","±969","2.6%","±0.7","30,808","±2,800","3.0%","±0.3","7,834","±1,481","3.5%","±0.7","140,477","±5,797","4.4%","±0.2","36,006","±3,614","3.2%","±0.3","4,889","±924","5.8%","±1.1","44,885","±3,281","3.3%","±0.2","17,829","±1,987","4.3%","±0.5","11,223","±1,752","2.1%","±0.3","65,341","±3,501","4.7%","±0.3","12,041","±1,786","8.0%","±1.2","17,051","±2,277","3.4%","±0.5","6,496","±1,197","7.0%","±1.2","28,531","±2,762","4.0%","±0.4","70,723","±5,059","2.4%","±0.2","6,048","±1,482","2.4%","±0.6","3,867","±807","5.4%","±1.1","21,026","±2,653","2.3%","±0.3","22,747","±2,370","2.5%","±0.3","10,122","±1,517","6.4%","±1.0","25,564","±1,937","3.7%","±0.3","2,855","±802","4.8%","±1.3","27,742","±2,486","11.3%","±1.0"
"    $300 to $499","82,368","±4,415","17.1%","±0.8","4,794","±1,171","5.9%","±1.5","62,172","±3,928","8.1%","±0.5","61,371","±4,038","18.9%","±1.1","192,807","±7,053","3.6%","±0.1","40,914","±3,408","6.4%","±0.5","23,606","±2,370","5.6%","±0.6","5,051","±1,266","6.0%","±1.5","6,941","±1,369","4.9%","±1.0","91,142","±4,997","4.3%","±0.2","98,674","±5,329","9.0%","±0.5","6,367","±1,207","3.6%","±0.7","24,868","±2,527","15.2%","±1.5","128,973","±6,068","8.8%","±0.4","93,254","±4,831","13.6%","±0.7","65,297","±3,731","20.7%","±1.2","56,469","±4,120","17.1%","±1.1","97,515","±5,270","20.4%","±0.9","64,843","±3,752","13.1%","±0.7","17,586","±2,351","12.7%","±1.6","27,335","±2,885","4.1%","±0.4","68,838","±4,203","7.5%","±0.5","113,636","±4,578","11.6%","±0.5","62,917","±3,513","11.7%","±0.6","49,499","±3,773","17.3%","±1.2","111,584","±5,437","16.4%","±0.7","21,989","±2,546","20.3%","±2.1","39,029","±2,650","17.9%","±1.1","15,632","±2,483","3.8%","±0.6","7,755","±1,342","5.5%","±1.0","44,245","±3,771","4.3%","±0.4","36,000","±2,889","16.1%","±1.1","233,809","±6,544","7.3%","±0.2","132,138","±6,504","11.9%","±0.6","20,235","±2,076","23.9%","±2.1","191,647","±6,858","14.2%","±0.5","70,494","±4,326","16.9%","±1.0","38,739","±2,930","7.2%","±0.5","167,045","±7,031","12.1%","±0.5","12,332","±1,779","8.2%","±1.2","60,680","±4,631","12.3%","±0.9","21,815","±2,222","23.6%","±2.3","99,530","±4,717","14.0%","±0.6","243,773","±7,607","8.1%","±0.3","24,117","±2,361","9.6%","±0.9","5,854","±1,047","8.2%","±1.4","60,162","±4,634","6.6%","±0.5","59,625","±4,724","6.4%","±0.5","38,798","±2,923","24.4%","±1.8","90,668","±3,950","13.3%","±0.6","10,212","±1,523","17.3%","±2.3","76,755","±3,930","31.3%","±1.3"
"    $500 to $749","176,973","±6,840","36.8%","±1.1","11,855","±1,769","14.7%","±2.2","220,535","±6,943","28.6%","±0.9","136,885","±5,773","42.2%","±1.6","564,827","±11,786","10.6%","±0.2","165,492","±6,713","25.8%","±0.9","54,274","±3,723","13.0%","±0.9","11,819","±2,174","14.0%","±2.4","14,102","±1,833","10.0%","±1.2","395,062","±10,495","18.6%","±0.5","300,297","±9,621","27.3%","±0.7","14,886","±1,826","8.5%","±1.0","62,560","±3,783","38.3%","±1.8","349,300","±9,500","23.8%","±0.6","282,147","±8,262","41.2%","±1.1","128,552","±5,419","40.7%","±1.4","119,628","±4,432","36.2%","±1.3","185,747","±7,784","38.9%","±1.3","157,712","±5,647","32.0%","±1.1","43,355","±3,323","31.4%","±2.0","66,109","±3,838","9.8%","±0.5","120,169","±6,197","13.1%","±0.6","343,400","±8,184","35.1%","±0.7","153,217","±5,997","28.5%","±1.0","96,997","±5,377","34.0%","±1.7","252,903","±7,413","37.2%","±0.9","39,562","±2,927","36.6%","±2.2","83,904","±3,726","38.4%","±1.3","81,339","±4,671","19.8%","±1.1","21,036","±2,853","15.0%","±1.9","90,976","±5,302","8.8%","±0.5","76,566","±4,552","34.3%","±1.5","519,683","±11,562","16.3%","±0.3","394,961","±9,680","35.5%","±0.8","35,575","±2,664","42.0%","±2.6","527,690","±10,783","39.0%","±0.6","170,130","±6,044","40.9%","±1.3","158,781","±5,994","29.4%","±1.0","397,838","±10,506","28.8%","±0.7","24,940","±2,645","16.5%","±1.7","175,465","±7,141","35.5%","±1.3","33,692","±2,633","36.4%","±2.2","254,967","±7,915","36.0%","±1.0","916,723","±15,308","30.6%","±0.5","75,765","±3,835","30.1%","±1.5","16,881","±1,746","23.6%","±2.3","146,939","±6,106","16.1%","±0.6","197,317","±6,285","21.3%","±0.6","66,211","±4,110","41.7%","±1.9","253,526","±7,615","37.1%","±0.8","19,566","±2,122","33.2%","±3.2","60,190","±3,668","24.6%","±1.3"
"    $750 to $999","111,079","±5,095","23.1%","±1.0","23,078","±2,513","28.6%","±2.7","204,535","±7,860","26.5%","±0.9","67,741","±4,731","20.9%","±1.4","1,074,736","±18,244","20.2%","±0.3","177,652","±7,474","27.7%","±1.0","108,860","±4,894","26.0%","±1.1","26,393","±2,764","31.3%","±3.0","24,843","±2,370","17.7%","±1.6","629,620","±12,289","29.7%","±0.5","326,314","±8,886","29.6%","±0.8","26,906","±2,734","15.4%","±1.4","40,595","±3,119","24.9%","±1.7","431,203","±11,347","29.4%","±0.7","176,249","±6,867","25.7%","±0.9","62,345","±4,257","19.8%","±1.3","72,393","±3,977","21.9%","±1.1","92,236","±5,761","19.3%","±1.2","131,272","±7,408","26.6%","±1.3","35,511","±2,915","25.7%","±1.8","132,476","±5,211","19.6%","±0.8","182,660","±6,711","19.9%","±0.7","255,914","±8,908","26.2%","±0.7","137,807","±6,329","25.6%","±1.1","73,380","±4,792","25.7%","±1.6","158,149","±6,527","23.2%","±0.8","22,361","±2,236","20.7%","±1.9","50,843","±3,165","23.3%","±1.2","119,738","±6,326","29.2%","±1.4","42,376","±3,748","30.3%","±2.5","222,105","±7,341","21.5%","±0.7","50,985","±3,264","22.8%","±1.4","607,025","±12,612","19.1%","±0.4","297,573","±8,885","26.7%","±0.7","13,685","±1,827","16.2%","±2.1","342,057","±9,709","25.3%","±0.7","90,656","±5,128","21.8%","±1.2","162,674","±6,809","30.1%","±1.0","356,052","±11,113","25.8%","±0.8","45,845","±3,262","30.4%","±2.0","135,022","±7,026","27.3%","±1.3","16,404","±1,965","17.7%","±2.0","182,287","±6,141","25.7%","±0.8","864,506","±16,933","28.9%","±0.5","71,332","±4,415","28.3%","±1.5","23,394","±2,397","32.7%","±2.8","195,019","±7,663","21.4%","±0.8","253,204","±8,952","27.4%","±0.9","23,358","±2,721","14.7%","±1.6","185,286","±5,741","27.1%","±0.8","14,190","±1,898","24.1%","±2.9","23,593","±2,234","9.6%","±0.9"
"    $1,000 to $1,499","58,843","±3,622","12.2%","±0.8","21,937","±1,945","27.2%","±2.2","198,359","±8,997","25.7%","±1.0","30,201","±2,666","9.3%","±0.8","1,864,939","±21,993","35.0%","±0.4","162,242","±6,228","25.3%","±0.9","144,130","±7,310","34.5%","±1.4","29,185","±2,596","34.6%","±2.6","39,960","±3,381","28.4%","±2.2","671,839","±14,614","31.7%","±0.6","260,356","±9,117","23.7%","±0.8","51,832","±3,725","29.7%","±2.0","20,686","±2,227","12.7%","±1.4","329,417","±9,059","22.5%","±0.6","72,595","±4,462","10.6%","±0.6","28,291","±2,932","9.0%","±0.9","47,960","±3,226","14.5%","±0.9","44,628","±3,913","9.3%","±0.8","83,158","±5,451","16.9%","±1.0","21,544","±2,718","15.6%","±1.8","252,661","±8,937","37.5%","±1.1","285,831","±7,570","31.1%","±0.8","157,766","±5,875","16.1%","±0.6","104,557","±5,409","19.4%","±1.0","33,926","±3,258","11.9%","±1.2","92,052","±4,710","13.5%","±0.7","12,508","±1,568","11.6%","±1.3","24,994","±2,260","11.4%","±1.0","136,154","±6,188","33.2%","±1.4","46,686","±3,228","33.4%","±1.8","400,992","±10,589","38.9%","±0.8","38,255","±3,124","17.1%","±1.3","938,002","±15,058","29.5%","±0.5","185,446","±6,141","16.6%","±0.5","5,748","±1,283","6.8%","±1.5","160,223","±6,055","11.8%","±0.4","48,351","±3,717","11.6%","±0.9","119,876","±5,147","22.2%","±0.8","262,127","±8,886","19.0%","±0.6","37,762","±3,405","25.0%","±1.8","75,845","±5,105","15.3%","±0.9","8,792","±1,653","9.5%","±1.8","95,495","±5,274","13.5%","±0.7","654,333","±14,345","21.9%","±0.4","54,009","±3,710","21.4%","±1.4","14,527","±1,833","20.3%","±2.5","273,828","±8,210","30.1%","±0.8","254,018","±7,640","27.5%","±0.8","10,440","±1,758","6.6%","±1.1","96,667","±5,416","14.2%","±0.7","8,758","±1,685","14.9%","±2.8","8,175","±1,331","3.3%","±0.5"
"    $1,500 or more","15,351","±2,021","3.2%","±0.4","16,694","±2,161","20.7%","±2.4","66,048","±4,187","8.6%","±0.5","5,425","±1,336","1.7%","±0.4","1,482,205","±19,342","27.8%","±0.3","68,069","±4,095","10.6%","±0.6","61,504","±4,132","14.7%","±0.9","8,175","±1,703","9.7%","±1.9","45,217","±3,035","32.2%","±1.7","258,695","±9,538","12.2%","±0.4","62,531","±4,270","5.7%","±0.4","67,929","±3,927","38.9%","±1.8","4,005","±949","2.5%","±0.6","151,751","±6,168","10.3%","±0.4","18,096","±2,159","2.6%","±0.3","8,836","±1,667","2.8%","±0.5","12,672","±1,871","3.8%","±0.6","10,020","±1,636","2.1%","±0.3","22,736","±2,300","4.6%","±0.5","4,080","±969","3.0%","±0.7","160,562","±7,064","23.8%","±1.0","179,180","±5,979","19.5%","±0.6","45,715","±3,828","4.7%","±0.4","36,169","±2,908","6.7%","±0.5","5,606","±1,403","2.0%","±0.5","18,547","±2,134","2.7%","±0.3","3,128","±858","2.9%","±0.8","6,708","±1,199","3.1%","±0.6","49,027","±4,763","12.0%","±1.1","14,798","±1,821","10.6%","±1.3","224,652","±7,509","21.8%","±0.7","7,211","±1,511","3.2%","±0.7","698,131","±11,992","21.9%","±0.4","43,005","±3,631","3.9%","±0.3","1,553","±702","1.8%","±0.8","41,115","±2,816","3.0%","±0.2","10,263","±1,550","2.5%","±0.4","37,868","±3,645","7.0%","±0.7","94,973","±4,903","6.9%","±0.4","13,964","±2,166","9.3%","±1.3","20,268","±2,524","4.1%","±0.5","1,218","±481","1.3%","±0.5","23,835","±2,768","3.4%","±0.4","191,876","±8,264","6.4%","±0.3","16,502","±2,410","6.5%","±0.9","5,063","±1,153","7.1%","±1.6","192,889","±6,953","21.2%","±0.7","120,339","±5,408","13.0%","±0.6","1,391","±431","0.9%","±0.3","21,224","±2,458","3.1%","±0.3","2,562","±878","4.3%","±1.5","2,226","±783","0.9%","±0.3"
"    Median (dollars)","667","±9","(X)","(X)","981","±21","(X)","(X)","844","±9","(X)","(X)","638","±8","(X)","(X)","1,163","±5","(X)","(X)","863","±8","(X)","(X)","992","±12","(X)","(X)","952","±22","(X)","(X)","1,198","±39","(X)","(X)","947","±5","(X)","(X)","819","±7","(X)","(X)","1,291","±32","(X)","(X)","683","±13","(X)","(X)","848","±5","(X)","(X)","683","±6","(X)","(X)","629","±9","(X)","(X)","682","±8","(X)","(X)","613","±7","(X)","(X)","736","±10","(X)","(X)","707","±16","(X)","(X)","1,131","±10","(X)","(X)","1,009","±11","(X)","(X)","730","±5","(X)","(X)","764","±8","(X)","(X)","672","±12","(X)","(X)","682","±6","(X)","(X)","642","±18","(X)","(X)","669","±7","(X)","(X)","952","±14","(X)","(X)","951","±16","(X)","(X)","1,114","±8","(X)","(X)","699","±12","(X)","(X)","1,020","±6","(X)","(X)","731","±5","(X)","(X)","583","±12","(X)","(X)","685","±4","(X)","(X)","659","±9","(X)","(X)","816","±7","(X)","(X)","763","±6","(X)","(X)","868","±14","(X)","(X)","728","±8","(X)","(X)","591","±16","(X)","(X)","697","±5","(X)","(X)","801","±4","(X)","(X)","796","±12","(X)","(X)","823","±20","(X)","(X)","1,019","±11","(X)","(X)","908","±8","(X)","(X)","571","±12","(X)","(X)","715","±5","(X)","(X)","693","±24","(X)","(X)","429","±9","(X)","(X)"
"    No rent paid","60,964","±4,216","(X)","(X)","11,078","±1,640","(X)","(X)","39,648","±3,318","(X)","(X)","38,713","±3,275","(X)","(X)","170,159","±5,407","(X)","(X)","26,470","±2,273","(X)","(X)","16,915","±2,068","(X)","(X)","4,434","±1,066","(X)","(X)","4,701","±1,029","(X)","(X)","118,464","±5,664","(X)","(X)","77,631","±4,520","(X)","(X)","12,581","±1,555","(X)","(X)","11,889","±1,807","(X)","(X)","66,883","±3,905","(X)","(X)","48,525","±3,755","(X)","(X)","22,656","±1,783","(X)","(X)","21,603","±1,997","(X)","(X)","50,636","±3,524","(X)","(X)","55,171","±3,930","(X)","(X)","11,054","±1,420","(X)","(X)","26,960","±2,656","(X)","(X)","33,707","±3,210","(X)","(X)","58,764","±4,184","(X)","(X)","25,701","±1,884","(X)","(X)","41,032","±3,593","(X)","(X)","48,571","±2,754","(X)","(X)","14,052","±1,460","(X)","(X)","16,161","±1,676","(X)","(X)","13,994","±1,812","(X)","(X)","6,190","±1,242","(X)","(X)","34,222","±2,419","(X)","(X)","21,812","±2,117","(X)","(X)","109,398","±5,013","(X)","(X)","91,240","±4,673","(X)","(X)","8,104","±1,087","(X)","(X)","76,531","±4,360","(X)","(X)","45,208","±2,837","(X)","(X)","23,750","±2,518","(X)","(X)","94,336","±4,460","(X)","(X)","6,846","±1,456","(X)","(X)","56,602","±3,830","(X)","(X)","9,624","±1,250","(X)","(X)","69,084","±4,248","(X)","(X)","189,679","±7,298","(X)","(X)","12,821","±1,481","(X)","(X)","4,608","±870","(X)","(X)","57,621","±3,715","(X)","(X)","37,373","±3,439","(X)","(X)","29,753","±2,885","(X)","(X)","30,366","±2,418","(X)","(X)","8,605","±1,363","(X)","(X)","144,530","±5,769","(X)","(X)"
"GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied units paying rent (excluding units where GRAPI cannot be computed)","468,359","±9,746","468,359","(X)","80,232","±3,471","80,232","(X)","748,410","±13,217","748,410","(X)","317,035","±7,899","317,035","(X)","5,232,001","±27,794","5,232,001","(X)","626,424","±11,656","626,424","(X)","409,542","±8,770","409,542","(X)","82,008","±3,804","82,008","(X)","135,991","±5,021","135,991","(X)","2,063,421","±19,458","2,063,421","(X)","1,061,945","±13,396","1,061,945","(X)","171,009","±5,282","171,009","(X)","161,329","±5,083","161,329","(X)","1,422,003","±12,992","1,422,003","(X)","667,188","±9,448","667,188","(X)","311,478","±6,689","311,478","(X)","323,635","±6,920","323,635","(X)","466,458","±10,342","466,458","(X)","477,607","±11,836","477,607","(X)","135,999","±5,531","135,999","(X)","661,795","±11,242","661,795","(X)","895,705","±11,110","895,705","(X)","949,344","±12,410","949,344","(X)","531,265","±8,107","531,265","(X)","276,812","±6,875","276,812","(X)","665,971","±11,472","665,971","(X)","106,647","±4,522","106,647","(X)","214,444","±5,942","214,444","(X)","401,412","±8,755","401,412","(X)","137,325","±5,158","137,325","(X)","1,009,565","±11,991","1,009,565","(X)","215,437","±7,157","215,437","(X)","3,106,538","±16,712","3,106,538","(X)","1,088,361","±13,599","1,088,361","(X)","83,563","±3,792","83,563","(X)","1,318,232","±16,585","1,318,232","(X)","406,939","±7,847","406,939","(X)","531,495","±11,071","531,495","(X)","1,347,073","±15,438","1,347,073","(X)","146,636","±5,627","146,636","(X)","483,971","±10,504","483,971","(X)","91,284","±3,471","91,284","(X)","689,615","±11,161","689,615","(X)","2,929,503","±25,063","2,929,503","(X)","248,386","±6,267","248,386","(X)","69,996","±3,312","69,996","(X)","893,103","±13,207","893,103","(X)","910,762","±11,630","910,762","(X)","153,708","±6,072","153,708","(X)","671,567","±10,855","671,567","(X)","57,940","±3,403","57,940","(X)","220,968","±5,929","220,968","(X)"
