"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    Occupied housing units","1,841,217","±10,615","1,841,217","(X)","249,659","±2,978","249,659","(X)","2,428,743","±11,353","2,428,743","(X)","1,131,288","±8,373","1,131,288","(X)","12,758,648","±18,835","12,758,648","(X)","2,039,592","±7,530","2,039,592","(X)","1,355,817","±6,673","1,355,817","(X)","349,743","±3,705","349,743","(X)","277,378","±3,304","277,378","(X)","7,328,046","±25,793","7,328,046","(X)","3,587,521","±13,961","3,587,521","(X)","450,769","±4,870","450,769","(X)","591,587","±4,733","591,587","(X)","4,772,421","±12,392","4,772,421","(X)","2,502,739","±10,912","2,502,739","(X)","1,241,471","±6,257","1,241,471","(X)","1,109,280","±6,429","1,109,280","(X)","1,712,094","±8,632","1,712,094","(X)","1,718,194","±10,232","1,718,194","(X)","549,841","±5,205","549,841","(X)","2,165,438","±8,230","2,165,438","(X)","2,549,336","±9,145","2,549,336","(X)","3,834,574","±12,574","3,834,574","(X)","2,129,195","±6,975","2,129,195","(X)","1,095,823","±8,793","1,095,823","(X)","2,354,809","±12,290","2,354,809","(X)","410,962","±3,391","410,962","(X)","740,765","±3,795","740,765","(X)","1,021,519","±6,553","1,021,519","(X)","519,756","±4,605","519,756","(X)","3,194,844","±10,719","3,194,844","(X)","760,916","±6,897","760,916","(X)","7,282,398","±15,877","7,282,398","(X)","3,790,620","±14,716","3,790,620","(X)","305,431","±3,533","305,431","(X)","4,593,172","±13,994","4,593,172","(X)","1,459,759","±5,575","1,459,759","(X)","1,535,511","±6,674","1,535,511","(X)","4,945,972","±12,878","4,945,972","(X)","409,654","±3,327","409,654","(X)","1,826,914","±10,151","1,826,914","(X)","334,475","±2,656","334,475","(X)","2,509,665","±11,315","2,509,665","(X)","9,277,197","±22,719","9,277,197","(X)","918,370","±4,666","918,370","(X)","257,229","±3,177","257,229","(X)","3,083,820","±12,955","3,083,820","(X)","2,679,601","±9,916","2,679,601","(X)","735,375","±6,298","735,375","(X)","2,307,685","±7,753","2,307,685","(X)","232,594","±2,987","232,594","(X)","1,233,490","±9,061","1,233,490","(X)"
"        Owner-occupied","1,246,080","±12,085","67.7%","±0.6","156,006","±4,250","62.5%","±1.6","1,484,857","±11,801","61.1%","±0.5","744,318","±10,448","65.8%","±0.8","6,855,688","±27,608","53.7%","±0.2","1,302,533","±10,820","63.9%","±0.5","900,039","±8,072","66.4%","±0.6","245,808","±4,425","70.3%","±1.1","112,492","±3,641","40.6%","±1.4","4,693,821","±26,616","64.1%","±0.3","2,232,553","±17,839","62.2%","±0.4","255,375","±5,028","56.7%","±0.9","402,394","±6,319","68.0%","±0.9","3,125,655","±15,819","65.5%","±0.3","1,716,341","±13,216","68.6%","±0.4","879,878","±7,925","70.9%","±0.5","739,168","±7,329","66.6%","±0.5","1,131,197","±10,706","66.1%","±0.5","1,106,785","±10,765","64.4%","±0.5","392,139","±5,035","71.3%","±0.9","1,426,748","±11,362","65.9%","±0.5","1,570,332","±11,411","61.6%","±0.4","2,693,284","±15,012","70.2%","±0.3","1,526,406","±9,904","71.7%","±0.4","741,504","±10,031","67.7%","±0.7","1,575,626","±12,914","66.9%","±0.5","272,856","±4,625","66.4%","±1.1","488,438","±4,861","65.9%","±0.6","547,905","±6,648","53.6%","±0.6","364,996","±4,581","70.2%","±0.9","2,021,062","±12,667","63.3%","±0.3","509,151","±6,597","66.9%","±0.7","3,857,906","±20,082","53.0%","±0.3","2,435,384","±18,248","64.2%","±0.4","195,002","±4,098","63.8%","±1.2","3,000,748","±17,269","65.3%","±0.3","950,817","±7,331","65.1%","±0.5","932,392","±9,092","60.7%","±0.5","3,404,164","±14,323","68.8%","±0.3","240,878","±4,850","58.8%","±1.1","1,243,177","±11,898","68.0%","±0.6","228,010","±3,569","68.2%","±0.9","1,659,797","±14,297","66.1%","±0.5","5,674,241","±28,289","61.2%","±0.3","635,163","±6,737","69.2%","±0.6","180,184","±3,423","70.0%","±1.1","2,014,812","±16,640","65.3%","±0.5","1,654,620","±12,782","61.7%","±0.5","530,755","±7,300","72.2%","±0.8","1,536,893","±11,259","66.6%","±0.4","155,617","±3,486","66.9%","±1.4","837,840","±10,343","67.9%","±0.6"
"        Renter-occupied","595,137","±11,423","32.3%","±0.6","93,653","±4,082","37.5%","±1.6","943,886","±14,175","38.9%","±0.5","386,970","±9,803","34.2%","±0.8","5,902,960","±28,154","46.3%","±0.2","737,059","±11,315","36.1%","±0.5","455,778","±8,159","33.6%","±0.6","103,935","±3,908","29.7%","±1.1","164,886","±4,965","59.4%","±1.4","2,634,225","±22,450","35.9%","±0.3","1,354,968","±15,864","37.8%","±0.4","195,394","±4,468","43.3%","±0.9","189,193","±5,697","32.0%","±0.9","1,646,766","±13,919","34.5%","±0.3","786,398","±10,697","31.4%","±0.4","361,593","±6,809","29.1%","±0.5","370,112","±6,318","33.4%","±0.5","580,897","±9,542","33.9%","±0.5","611,409","±10,272","35.6%","±0.5","157,702","±5,316","28.7%","±0.9","738,690","±10,568","34.1%","±0.5","979,004","±12,189","38.4%","±0.4","1,141,290","±11,473","29.8%","±0.3","602,789","±9,268","28.3%","±0.4","354,319","±8,599","32.3%","±0.7","779,183","±12,183","33.1%","±0.5","138,106","±4,933","33.6%","±1.1","252,327","±4,588","34.1%","±0.6","473,614","±7,285","46.4%","±0.6","154,760","±5,127","29.8%","±0.9","1,173,782","±10,436","36.7%","±0.3","251,765","±6,079","33.1%","±0.7","3,424,492","±21,300","47.0%","±0.3","1,355,236","±14,632","35.8%","±0.4","110,429","±4,045","36.2%","±1.2","1,592,424","±15,334","34.7%","±0.3","508,942","±7,734","34.9%","±0.5","603,119","±8,658","39.3%","±0.5","1,541,808","±15,732","31.2%","±0.3","168,776","±4,882","41.2%","±1.1","583,737","±11,489","32.0%","±0.6","106,465","±3,187","31.8%","±0.9","849,868","±12,205","33.9%","±0.5","3,602,956","±26,207","38.8%","±0.3","283,207","±6,106","30.8%","±0.6","77,045","±2,927","30.0%","±1.1","1,069,008","±14,859","34.7%","±0.5","1,024,981","±13,561","38.3%","±0.5","204,620","±5,954","27.8%","±0.8","770,792","±9,773","33.4%","±0.4","76,977","±3,496","33.1%","±1.4","395,650","±8,325","32.1%","±0.6"
"    Average household size of owner-occupied unit","2.59","±0.02","(X)","(X)","2.98","±0.05","(X)","(X)","2.68","±0.02","(X)","(X)","2.58","±0.03","(X)","(X)","3.01","±0.01","(X)","(X)","2.64","±0.02","(X)","(X)","2.67","±0.02","(X)","(X)","2.64","±0.04","(X)","(X)","2.37","±0.06","(X)","(X)","2.63","±0.01","(X)","(X)","2.78","±0.02","(X)","(X)","3.21","±0.06","(X)","(X)","2.75","±0.03","(X)","(X)","2.73","±0.01","(X)","(X)","2.64","±0.01","(X)","(X)","2.52","±0.02","(X)","(X)","2.64","±0.02","(X)","(X)","2.57","±0.02","(X)","(X)","2.68","±0.02","(X)","(X)","2.46","±0.03","(X)","(X)","2.77","±0.01","(X)","(X)","2.71","±0.01","(X)","(X)","2.60","±0.01","(X)","(X)","2.60","±0.01","(X)","(X)","2.66","±0.03","(X)","(X)","2.58","±0.02","(X)","(X)","2.42","±0.03","(X)","(X)","2.59","±0.02","(X)","(X)","2.76","±0.03","(X)","(X)","2.59","±0.03","(X)","(X)","2.84","±0.01","(X)","(X)","2.71","±0.03","(X)","(X)","2.77","±0.01","(X)","(X)","2.60","±0.01","(X)","(X)","2.52","±0.04","(X)","(X)","2.56","±0.01","(X)","(X)","2.62","±0.01","(X)","(X)","2.56","±0.02","(X)","(X)","2.61","±0.01","(X)","(X)","2.63","±0.03","(X)","(X)","2.57","±0.02","(X)","(X)","2.57","±0.02","(X)","(X)","2.59","±0.02","(X)","(X)","2.96","±0.01","(X)","(X)","3.25","±0.03","(X)","(X)","2.41","±0.04","(X)","(X)","2.68","±0.01","(X)","(X)","2.66","±0.02","(X)","(X)","2.51","±0.03","(X)","(X)","2.54","±0.01","(X)","(X)","2.51","±0.05","(X)","(X)","2.89","±0.03","(X)","(X)"
"    Average household size of renter-occupied unit","2.52","±0.03","(X)","(X)","2.61","±0.08","(X)","(X)","2.75","±0.03","(X)","(X)","2.49","±0.04","(X)","(X)","2.94","±0.01","(X)","(X)","2.45","±0.03","(X)","(X)","2.35","±0.03","(X)","(X)","2.52","±0.06","(X)","(X)","2.13","±0.05","(X)","(X)","2.71","±0.02","(X)","(X)","2.68","±0.02","(X)","(X)","2.84","±0.06","(X)","(X)","2.64","±0.07","(X)","(X)","2.45","±0.02","(X)","(X)","2.38","±0.03","(X)","(X)","2.18","±0.03","(X)","(X)","2.37","±0.04","(X)","(X)","2.38","±0.03","(X)","(X)","2.54","±0.03","(X)","(X)","2.09","±0.05","(X)","(X)","2.54","±0.03","(X)","(X)","2.29","±0.02","(X)","(X)","2.34","±0.02","(X)","(X)","2.24","±0.03","(X)","(X)","2.62","±0.05","(X)","(X)","2.33","±0.03","(X)","(X)","2.42","±0.06","(X)","(X)","2.24","±0.04","(X)","(X)","2.73","±0.03","(X)","(X)","2.20","±0.05","(X)","(X)","2.56","±0.02","(X)","(X)","2.63","±0.05","(X)","(X)","2.47","±0.01","(X)","(X)","2.47","±0.02","(X)","(X)","2.01","±0.05","(X)","(X)","2.27","±0.02","(X)","(X)","2.51","±0.03","(X)","(X)","2.48","±0.03","(X)","(X)","2.26","±0.02","(X)","(X)","2.25","±0.05","(X)","(X)","2.57","±0.03","(X)","(X)","2.20","±0.05","(X)","(X)","2.48","±0.02","(X)","(X)","2.65","±0.01","(X)","(X)","2.94","±0.06","(X)","(X)","2.16","±0.06","(X)","(X)","2.52","±0.02","(X)","(X)","2.46","±0.03","(X)","(X)","2.30","±0.04","(X)","(X)","2.22","±0.02","(X)","(X)","2.33","±0.08","(X)","(X)","2.75","±0.04","(X)","(X)"
"YEAR HOUSEHOLDER MOVED INTO UNIT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,841,217","±10,615","1,841,217","(X)","249,659","±2,978","249,659","(X)","2,428,743","±11,353","2,428,743","(X)","1,131,288","±8,373","1,131,288","(X)","12,758,648","±18,835","12,758,648","(X)","2,039,592","±7,530","2,039,592","(X)","1,355,817","±6,673","1,355,817","(X)","349,743","±3,705","349,743","(X)","277,378","±3,304","277,378","(X)","7,328,046","±25,793","7,328,046","(X)","3,587,521","±13,961","3,587,521","(X)","450,769","±4,870","450,769","(X)","591,587","±4,733","591,587","(X)","4,772,421","±12,392","4,772,421","(X)","2,502,739","±10,912","2,502,739","(X)","1,241,471","±6,257","1,241,471","(X)","1,109,280","±6,429","1,109,280","(X)","1,712,094","±8,632","1,712,094","(X)","1,718,194","±10,232","1,718,194","(X)","549,841","±5,205","549,841","(X)","2,165,438","±8,230","2,165,438","(X)","2,549,336","±9,145","2,549,336","(X)","3,834,574","±12,574","3,834,574","(X)","2,129,195","±6,975","2,129,195","(X)","1,095,823","±8,793","1,095,823","(X)","2,354,809","±12,290","2,354,809","(X)","410,962","±3,391","410,962","(X)","740,765","±3,795","740,765","(X)","1,021,519","±6,553","1,021,519","(X)","519,756","±4,605","519,756","(X)","3,194,844","±10,719","3,194,844","(X)","760,916","±6,897","760,916","(X)","7,282,398","±15,877","7,282,398","(X)","3,790,620","±14,716","3,790,620","(X)","305,431","±3,533","305,431","(X)","4,593,172","±13,994","4,593,172","(X)","1,459,759","±5,575","1,459,759","(X)","1,535,511","±6,674","1,535,511","(X)","4,945,972","±12,878","4,945,972","(X)","409,654","±3,327","409,654","(X)","1,826,914","±10,151","1,826,914","(X)","334,475","±2,656","334,475","(X)","2,509,665","±11,315","2,509,665","(X)","9,277,197","±22,719","9,277,197","(X)","918,370","±4,666","918,370","(X)","257,229","±3,177","257,229","(X)","3,083,820","±12,955","3,083,820","(X)","2,679,601","±9,916","2,679,601","(X)","735,375","±6,298","735,375","(X)","2,307,685","±7,753","2,307,685","(X)","232,594","±2,987","232,594","(X)","1,233,490","±9,061","1,233,490","(X)"
"        Moved in 2010 or later","660,178","±12,784","35.9%","±0.6","110,767","±3,870","44.4%","±1.4","1,166,220","±13,075","48.0%","±0.5","440,788","±8,390","39.0%","±0.7","5,340,409","±30,401","41.9%","±0.2","908,293","±9,929","44.5%","±0.5","435,639","±7,833","32.1%","±0.5","115,147","±4,293","32.9%","±1.1","135,466","±4,211","48.8%","±1.4","3,136,955","±21,531","42.8%","±0.2","1,456,522","±15,990","40.6%","±0.4","178,896","±4,625","39.7%","±1.0","243,031","±6,306","41.1%","±1.0","1,695,258","±16,376","35.5%","±0.3","937,472","±10,833","37.5%","±0.4","456,467","±7,201","36.8%","±0.5","439,721","±7,065","39.6%","±0.6","629,517","±10,341","36.8%","±0.6","645,454","±11,068","37.6%","±0.6","175,770","±5,440","32.0%","±0.9","766,309","±9,800","35.4%","±0.4","884,653","±10,863","34.7%","±0.4","1,389,624","±13,455","36.2%","±0.3","753,403","±8,379","35.4%","±0.4","377,444","±8,971","34.4%","±0.7","889,798","±11,431","37.8%","±0.4","155,555","±4,798","37.9%","±1.1","294,831","±5,562","39.8%","±0.7","538,736","±8,289","52.7%","±0.7","175,112","±5,474","33.7%","±0.9","1,022,869","±13,258","32.0%","±0.4","274,264","±6,738","36.0%","±0.7","2,337,154","±20,065","32.1%","±0.3","1,444,028","±15,285","38.1%","±0.4","134,572","±4,420","44.1%","±1.3","1,651,490","±14,889","36.0%","±0.3","607,902","±7,805","41.6%","±0.5","651,626","±9,133","42.4%","±0.5","1,518,052","±16,204","30.7%","±0.3","146,425","±4,306","35.7%","±0.9","664,233","±9,783","36.4%","±0.5","129,719","±4,037","38.8%","±1.1","944,482","±11,459","37.6%","±0.4","4,086,901","±29,493","44.1%","±0.3","376,819","±5,693","41.0%","±0.6","81,930","±2,702","31.9%","±0.9","1,187,308","±12,047","38.5%","±0.4","1,134,643","±12,791","42.3%","±0.4","223,788","±6,238","30.4%","±0.8","821,703","±7,901","35.6%","±0.3","96,038","±3,806","41.3%","±1.4","271,550","±6,663","22.0%","±0.5"
"        Moved in 2000 to 2009","577,422","±8,799","31.4%","±0.5","77,333","±3,104","31.0%","±1.2","759,698","±9,806","31.3%","±0.4","369,623","±7,213","32.7%","±0.6","3,842,919","±28,103","30.1%","±0.2","645,235","±10,150","31.6%","±0.5","437,564","±8,340","32.3%","±0.6","126,757","±4,216","36.2%","±1.1","73,555","±3,610","26.5%","±1.2","2,382,111","±23,563","32.5%","±0.3","1,176,509","±14,902","32.8%","±0.4","117,676","±4,646","26.1%","±1.0","198,293","±6,032","33.5%","±1.0","1,529,252","±14,441","32.0%","±0.3","772,543","±8,731","30.9%","±0.3","380,622","±6,516","30.7%","±0.5","335,305","±6,815","30.2%","±0.6","534,981","±11,745","31.2%","±0.7","529,628","±8,479","30.8%","±0.5","174,043","±4,587","31.7%","±0.8","696,958","±10,788","32.2%","±0.5","762,969","±11,611","29.9%","±0.4","1,089,211","±10,687","28.4%","±0.3","663,443","±8,297","31.2%","±0.4","342,473","±6,999","31.3%","±0.6","751,767","±11,395","31.9%","±0.4","132,730","±4,346","32.3%","±1.0","219,571","±5,359","29.6%","±0.7","311,464","±6,896","30.5%","±0.7","166,066","±5,427","32.0%","±1.1","1,074,666","±14,964","33.6%","±0.5","243,052","±6,598","31.9%","±0.9","2,253,555","±20,093","30.9%","±0.3","1,223,284","±13,490","32.3%","±0.3","82,667","±3,136","27.1%","±1.0","1,371,594","±14,088","29.9%","±0.3","449,357","±7,120","30.8%","±0.5","488,891","±9,994","31.8%","±0.6","1,504,025","±14,720","30.4%","±0.3","121,263","±4,134","29.6%","±1.0","592,804","±9,637","32.4%","±0.5","103,975","±3,385","31.1%","±1.0","794,623","±10,861","31.7%","±0.4","2,929,654","±26,050","31.6%","±0.3","305,720","±6,284","33.3%","±0.7","80,849","±2,795","31.4%","±1.1","972,380","±12,916","31.5%","±0.4","843,151","±12,546","31.5%","±0.5","213,851","±6,721","29.1%","±0.9","724,996","±8,753","31.4%","±0.4","72,276","±3,225","31.1%","±1.4","338,188","±7,649","27.4%","±0.6"
"        Moved in 1990 to 1999","279,829","±7,837","15.2%","±0.4","31,445","±1,626","12.6%","±0.7","301,555","±7,246","12.4%","±0.3","164,688","±5,753","14.6%","±0.5","1,805,101","±16,780","14.1%","±0.1","274,460","±6,478","13.5%","±0.3","220,652","±5,427","16.3%","±0.4","52,931","±3,055","15.1%","±0.9","31,693","±2,373","11.4%","±0.9","1,055,021","±16,132","14.4%","±0.2","518,184","±10,003","14.4%","±0.3","61,695","±3,093","13.7%","±0.6","80,823","±4,187","13.7%","±0.7","758,168","±12,420","15.9%","±0.3","382,922","±8,180","15.3%","±0.3","184,040","±4,208","14.8%","±0.3","162,061","±4,458","14.6%","±0.4","262,833","±6,734","15.4%","±0.4","236,242","±7,064","13.7%","±0.4","89,860","±3,744","16.3%","±0.7","344,345","±8,002","15.9%","±0.4","410,796","±7,623","16.1%","±0.3","631,145","±9,180","16.5%","±0.2","348,284","±5,989","16.4%","±0.3","179,674","±5,815","16.4%","±0.5","354,042","±7,583","15.0%","±0.3","59,149","±3,054","14.4%","±0.7","105,900","±3,853","14.3%","±0.5","122,160","±4,212","12.0%","±0.4","85,627","±3,510","16.5%","±0.7","527,319","±9,887","16.5%","±0.3","118,407","±5,136","15.6%","±0.7","1,194,171","±15,018","16.4%","±0.2","554,292","±10,285","14.6%","±0.3","39,680","±2,259","13.0%","±0.7","714,512","±9,747","15.6%","±0.2","194,997","±4,509","13.4%","±0.3","212,808","±5,937","13.9%","±0.4","791,713","±11,051","16.0%","±0.2","61,049","±3,332","14.9%","±0.8","273,891","±6,763","15.0%","±0.4","50,924","±2,544","15.2%","±0.7","376,357","±8,675","15.0%","±0.3","1,169,665","±16,228","12.6%","±0.2","122,053","±4,421","13.3%","±0.5","42,577","±2,141","16.6%","±0.8","445,611","±8,408","14.4%","±0.3","379,943","±7,499","14.2%","±0.3","121,779","±4,713","16.6%","±0.6","364,809","±6,386","15.8%","±0.3","31,612","±2,120","13.6%","±0.9","216,199","±5,833","17.5%","±0.5"
"        Moved in 1980 to 1989","140,155","±4,525","7.6%","±0.2","19,145","±1,720","7.7%","±0.7","114,372","±4,683","4.7%","±0.2","74,291","±3,583","6.6%","±0.3","882,846","±12,027","6.9%","±0.1","106,922","±3,662","5.2%","±0.2","119,223","±4,143","8.8%","±0.3","25,862","±2,064","7.4%","±0.6","14,317","±1,574","5.2%","±0.6","447,001","±8,738","6.1%","±0.1","212,157","±7,509","5.9%","±0.2","38,586","±2,780","8.6%","±0.6","33,890","±2,347","5.7%","±0.4","360,258","±8,088","7.5%","±0.2","179,693","±5,664","7.2%","±0.2","92,151","±3,006","7.4%","±0.2","81,741","±3,036","7.4%","±0.3","124,511","±4,508","7.3%","±0.3","124,419","±4,378","7.2%","±0.3","53,685","±2,358","9.8%","±0.4","176,767","±4,553","8.2%","±0.2","210,621","±5,707","8.3%","±0.2","325,868","±5,577","8.5%","±0.1","170,981","±4,152","8.0%","±0.2","83,759","±3,770","7.6%","±0.3","163,867","±4,768","7.0%","±0.2","32,519","±2,231","7.9%","±0.5","51,016","±2,418","6.9%","±0.3","29,553","±2,020","2.9%","±0.2","50,261","±2,942","9.7%","±0.6","267,064","±6,264","8.4%","±0.2","55,682","±3,434","7.3%","±0.4","669,276","±11,206","9.2%","±0.2","253,632","±5,440","6.7%","±0.1","22,426","±1,598","7.3%","±0.5","359,453","±7,946","7.8%","±0.2","97,653","±2,967","6.7%","±0.2","93,389","±3,934","6.1%","±0.3","458,366","±9,012","9.3%","±0.2","33,449","±2,161","8.2%","±0.5","128,453","±4,433","7.0%","±0.2","23,283","±1,522","7.0%","±0.5","179,483","±5,406","7.2%","±0.2","530,430","±9,912","5.7%","±0.1","48,112","±2,801","5.2%","±0.3","26,478","±1,503","10.3%","±0.6","225,602","±5,207","7.3%","±0.2","167,916","±5,357","6.3%","±0.2","74,791","±3,739","10.2%","±0.5","175,032","±4,318","7.6%","±0.2","16,949","±1,930","7.3%","±0.8","160,554","±6,086","13.0%","±0.5"
"        Moved in 1970 to 1979","105,723","±3,819","5.7%","±0.2","8,277","±1,094","3.3%","±0.4","58,062","±2,437","2.4%","±0.1","49,198","±2,728","4.3%","±0.2","555,579","±10,692","4.4%","±0.1","69,854","±3,429","3.4%","±0.2","74,665","±2,798","5.5%","±0.2","14,730","±1,497","4.2%","±0.4","11,616","±1,399","4.2%","±0.5","202,581","±7,320","2.8%","±0.1","136,571","±4,316","3.8%","±0.1","27,393","±2,039","6.1%","±0.5","22,405","±1,655","3.8%","±0.3","246,330","±5,899","5.2%","±0.1","128,758","±4,757","5.1%","±0.2","70,698","±2,522","5.7%","±0.2","51,734","±2,301","4.7%","±0.2","96,948","±3,558","5.7%","±0.2","102,424","±4,171","6.0%","±0.2","33,279","±2,254","6.1%","±0.4","99,756","±3,367","4.6%","±0.2","141,451","±5,024","5.5%","±0.2","225,195","±5,256","5.9%","±0.1","109,863","±3,294","5.2%","±0.2","68,820","±4,259","6.3%","±0.4","113,656","±4,520","4.8%","±0.2","18,916","±1,601","4.6%","±0.4","40,210","±2,089","5.4%","±0.3","13,654","±1,563","1.3%","±0.2","26,147","±2,174","5.0%","±0.4","162,479","±4,731","5.1%","±0.1","41,038","±2,492","5.4%","±0.3","467,024","±8,842","6.4%","±0.1","175,526","±5,285","4.6%","±0.1","15,171","±1,079","5.0%","±0.4","273,695","±6,939","6.0%","±0.2","69,070","±2,624","4.7%","±0.2","59,801","±2,891","3.9%","±0.2","337,395","±5,577","6.8%","±0.1","25,719","±2,197","6.3%","±0.5","93,953","±3,915","5.1%","±0.2","15,816","±1,321","4.7%","±0.4","122,187","±4,819","4.9%","±0.2","342,967","±8,219","3.7%","±0.1","40,489","±2,346","4.4%","±0.3","14,690","±1,177","5.7%","±0.5","145,637","±4,992","4.7%","±0.2","95,418","±3,916","3.6%","±0.1","56,014","±3,217","7.6%","±0.4","128,846","±4,353","5.6%","±0.2","9,391","±1,181","4.0%","±0.5","144,303","±4,874","11.7%","±0.4"
