"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"            Less than 1 year","12,832","±2,194","10.7%","±1.8","1,882","±804","12.4%","±4.8","15,107","±2,434","9.0%","±1.5","7,748","±1,476","11.7%","±2.1","59,386","±5,440","5.3%","±0.5","8,372","±1,786","9.1%","±1.8","5,320","±1,688","8.5%","±2.6","1,643","±781","7.3%","±3.5","503","±494","4.7%","±4.6","33,825","±4,266","7.5%","±0.9","24,921","±3,110","9.4%","±1.1","3,078","±1,108","5.6%","±1.9","3,755","±1,315","13.3%","±4.2","20,882","±3,127","7.6%","±1.1","15,015","±2,482","11.1%","±1.7","4,300","±851","11.9%","±2.2","4,833","±862","10.5%","±1.8","11,418","±1,823","11.7%","±1.7","11,525","±2,447","9.7%","±1.9","1,530","±564","9.2%","±3.5","11,665","±2,753","8.4%","±1.9","8,623","±1,977","7.1%","±1.6","13,373","±1,938","7.9%","±1.1","7,328","±1,716","10.9%","±2.3","10,637","±1,903","13.1%","±2.3","11,601","±2,246","10.5%","±1.9","1,724","±668","12.1%","±4.4","3,514","±1,059","14.6%","±4.3","6,976","±1,932","10.2%","±2.7","1,189","±637","6.3%","±3.4","8,090","±1,810","4.3%","±0.9","5,067","±1,440","9.3%","±2.6","25,292","±2,774","5.9%","±0.6","18,341","±2,333","8.5%","±1.0","602","±322","8.7%","±4.6","22,605","±2,456","10.1%","±1.1","9,256","±1,693","10.7%","±1.7","6,531","±1,510","10.0%","±2.2","19,268","±2,675","8.4%","±1.1","520","±430","2.6%","±2.1","10,750","±1,962","9.3%","±1.6","861","±380","8.0%","±3.4","12,722","±2,117","8.5%","±1.4","74,588","±6,470","9.7%","±0.8","4,368","±1,201","7.2%","±1.9","931","±582","13.5%","±7.8","14,326","±2,709","8.0%","±1.4","12,674","±2,582","10.6%","±2.1","4,711","±1,414","11.7%","±3.1","6,369","±1,494","9.2%","±2.0","493","±292","6.5%","±3.9","","","",""
"            1 or 2 years","13,616","±2,095","11.3%","±1.7","1,117","±443","7.4%","±2.9","14,503","±2,761","8.7%","±1.7","7,643","±1,582","11.5%","±2.4","83,243","±7,008","7.4%","±0.6","9,668","±1,999","10.5%","±2.0","5,202","±1,236","8.3%","±1.9","1,860","±767","8.3%","±3.1","1,259","±502","11.9%","±4.9","39,449","±4,939","8.8%","±1.1","26,365","±3,262","10.0%","±1.1","2,519","±781","4.5%","±1.4","2,049","±840","7.2%","±3.0","18,224","±2,533","6.7%","±0.9","15,342","±2,350","11.3%","±1.6","3,334","±836","9.2%","±2.2","6,631","±1,186","14.4%","±2.6","13,800","±2,137","14.2%","±2.1","15,065","±2,205","12.6%","±1.9","2,270","±973","13.6%","±5.3","10,455","±2,145","7.5%","±1.5","9,572","±1,841","7.9%","±1.5","17,944","±2,557","10.6%","±1.4","5,910","±1,244","8.8%","±1.8","9,856","±1,650","12.2%","±1.9","10,029","±1,984","9.1%","±1.7","2,085","±746","14.7%","±4.8","1,995","±695","8.3%","±2.9","6,607","±1,941","9.7%","±2.7","1,272","±642","6.7%","±3.5","8,186","±1,707","4.4%","±0.9","5,685","±1,348","10.4%","±2.3","33,122","±3,889","7.7%","±0.9","22,609","±3,408","10.5%","±1.6","608","±333","8.8%","±4.9","25,315","±3,246","11.3%","±1.3","8,869","±1,296","10.2%","±1.4","5,833","±1,413","8.9%","±2.1","17,562","±2,235","7.6%","±1.0","956","±669","4.8%","±3.3","12,533","±2,346","10.9%","±1.9","733","±325","6.8%","±3.1","15,431","±2,433","10.3%","±1.5","82,174","±7,540","10.7%","±0.9","3,871","±1,059","6.4%","±1.6","1,478","±907","21.4%","±11.3","15,445","±2,545","8.7%","±1.4","9,586","±2,006","8.0%","±1.5","5,603","±1,557","13.9%","±3.7","6,544","±1,317","9.4%","±1.9","1,114","±446","14.7%","±5.8","","","",""
"            3 or 4 years","10,204","±1,751","8.5%","±1.4","873","±333","5.8%","±2.3","8,507","±1,823","5.1%","±1.1","7,059","±1,688","10.7%","±2.5","52,383","±5,044","4.7%","±0.4","5,072","±1,406","5.5%","±1.5","2,865","±1,042","4.6%","±1.6","1,659","±620","7.4%","±2.7","731","±363","6.9%","±3.6","26,562","±3,889","5.9%","±0.9","19,262","±3,567","7.3%","±1.3","1,885","±811","3.4%","±1.4","1,950","±917","6.9%","±3.3","20,259","±3,123","7.4%","±1.1","11,968","±2,584","8.8%","±1.9","3,180","±1,074","8.8%","±2.7","2,622","±784","5.7%","±1.7","7,851","±1,661","8.1%","±1.7","9,291","±1,679","7.8%","±1.4","515","±225","3.1%","±1.4","9,025","±1,716","6.5%","±1.2","4,907","±1,439","4.0%","±1.1","11,228","±1,567","6.6%","±0.9","4,880","±1,381","7.2%","±1.9","5,807","±1,298","7.2%","±1.6","8,108","±1,542","7.3%","±1.3","1,384","±602","9.7%","±4.2","1,413","±665","5.9%","±2.7","2,852","±1,101","4.2%","±1.6","561","±336","2.9%","±1.8","8,615","±1,488","4.6%","±0.8","5,235","±1,360","9.6%","±2.5","21,471","±2,650","5.0%","±0.6","20,019","±3,346","9.3%","±1.4","864","±1,042","12.5%","±13.1","18,710","±2,330","8.4%","±1.0","9,353","±1,807","10.8%","±2.0","3,496","±1,098","5.3%","±1.7","11,192","±1,755","4.9%","±0.7","1,435","±773","7.2%","±3.8","7,533","±1,866","6.5%","±1.5","950","±538","8.8%","±4.9","12,956","±2,414","8.6%","±1.5","54,342","±4,761","7.1%","±0.6","3,278","±1,190","5.4%","±1.9","149","±169","2.2%","±2.5","11,686","±1,594","6.6%","±0.9","7,018","±1,618","5.9%","±1.3","3,429","±1,000","8.5%","±2.4","4,713","±1,008","6.8%","±1.5","836","±476","11.0%","±5.7","","","",""
"            5 or more years","29,994","±2,715","25.0%","±2.1","2,175","±566","14.4%","±4.0","25,906","±3,995","15.5%","±2.3","13,942","±1,953","21.0%","±2.9","121,362","±6,678","10.9%","±0.5","14,077","±3,015","15.2%","±3.0","8,057","±1,634","12.8%","±2.4","3,218","±1,038","14.3%","±4.3","1,691","±669","16.0%","±5.7","65,172","±5,343","14.5%","±1.2","46,806","±4,495","17.7%","±1.6","6,076","±1,410","11.0%","±2.3","3,756","±1,038","13.3%","±3.8","39,203","±4,016","14.3%","±1.4","25,430","±3,256","18.8%","±2.1","4,687","±954","13.0%","±2.5","5,375","±1,301","11.7%","±2.6","21,602","±2,642","22.2%","±2.5","28,641","±3,669","24.0%","±2.7","2,985","±1,194","17.9%","±6.1","17,147","±2,494","12.3%","±1.8","14,725","±2,380","12.1%","±1.8","22,604","±2,538","13.3%","±1.4","8,974","±1,470","13.3%","±2.1","18,603","±2,688","22.9%","±2.9","17,005","±2,514","15.3%","±2.2","1,873","±522","13.2%","±3.6","4,946","±1,121","20.5%","±3.9","8,858","±1,980","13.0%","±2.8","2,044","±746","10.7%","±3.5","20,978","±2,618","11.2%","±1.3","10,408","±2,060","19.1%","±3.3","53,252","±4,170","12.4%","±0.9","40,608","±4,708","18.8%","±1.9","1,141","±476","16.5%","±6.5","38,257","±3,987","17.1%","±1.8","16,866","±2,364","19.5%","±2.5","8,561","±1,927","13.0%","±2.7","32,499","±3,453","14.1%","±1.3","3,510","±1,075","17.6%","±4.9","22,306","±2,861","19.4%","±2.3","3,089","±1,048","28.5%","±8.4","29,929","±3,200","19.9%","±1.9","117,608","±8,136","15.3%","±1.0","6,822","±1,589","11.2%","±2.5","493","±293","7.1%","±4.3","28,894","±3,879","16.2%","±2.0","15,501","±2,551","13.0%","±2.0","6,611","±1,322","16.4%","±3.5","8,703","±1,586","12.5%","±2.2","1,975","±828","26.0%","±9.2","","","",""
"    Number of grandparents responsible for own grandchildren under 18 years","66,646","±3,824","66,646","(X)","6,047","±1,001","6,047","(X)","64,023","±4,730","64,023","(X)","36,392","±3,172","36,392","(X)","316,374","±12,857","316,374","(X)","37,189","±4,144","37,189","(X)","21,444","±3,091","21,444","(X)","8,380","±1,626","8,380","(X)","4,184","±1,037","4,184","(X)","165,008","±8,643","165,008","(X)","117,354","±7,989","117,354","(X)","13,558","±2,223","13,558","(X)","11,510","±1,939","11,510","(X)","98,568","±6,290","98,568","(X)","67,755","±5,036","67,755","(X)","15,501","±2,093","15,501","(X)","19,461","±1,932","19,461","(X)","54,671","±3,946","54,671","(X)","64,522","±4,881","64,522","(X)","7,300","±1,690","7,300","(X)","48,292","±4,294","48,292","(X)","37,827","±3,499","37,827","(X)","65,149","±4,515","65,149","(X)","27,092","±2,970","27,092","(X)","44,903","±3,719","44,903","(X)","46,743","±4,385","46,743","(X)","7,066","±1,244","7,066","(X)","11,868","±1,648","11,868","(X)","25,293","±3,768","25,293","(X)","5,066","±1,151","5,066","(X)","45,869","±4,194","45,869","(X)","26,395","±2,993","26,395","(X)","133,137","±6,958","133,137","(X)","101,577","±7,223","101,577","(X)","3,215","±1,350","3,215","(X)","104,887","±5,696","104,887","(X)","44,344","±3,639","44,344","(X)","24,421","±3,014","24,421","(X)","80,521","±5,120","80,521","(X)","6,421","±1,530","6,421","(X)","53,122","±5,042","53,122","(X)","5,633","±1,245","5,633","(X)","71,038","±4,986","71,038","(X)","328,712","±12,428","328,712","(X)","18,339","±2,729","18,339","(X)","3,051","±1,057","3,051","(X)","70,351","±5,631","70,351","(X)","44,779","±4,713","44,779","(X)","20,354","±2,351","20,354","(X)","26,329","±2,820","26,329","(X)","4,418","±1,119","4,418","(X)","","","",""
"    Who are female","42,377","±2,299","63.6%","±2.1","3,806","±705","62.9%","±4.7","39,434","±3,323","61.6%","±2.4","22,737","±2,272","62.5%","±3.2","194,980","±7,753","61.6%","±1.0","22,494","±2,654","60.5%","±3.3","14,663","±2,143","68.4%","±3.5","4,896","±1,004","58.4%","±4.6","3,381","±926","80.8%","±8.3","103,957","±5,792","63.0%","±1.6","73,437","±5,297","62.6%","±1.6","8,215","±1,307","60.6%","±3.5","6,599","±1,398","57.3%","±5.7","64,129","±4,291","65.1%","±1.8","42,003","±3,210","62.0%","±2.1","9,815","±1,431","63.3%","±3.9","11,106","±1,246","57.1%","±3.0","34,298","±2,449","62.7%","±2.1","42,316","±3,156","65.6%","±2.1","4,164","±890","57.0%","±3.3","30,727","±2,734","63.6%","±2.5","22,938","±2,177","60.6%","±2.9","42,538","±2,995","65.3%","±2.1","16,442","±1,673","60.7%","±2.4","28,284","±2,143","63.0%","±2.4","29,334","±2,902","62.8%","±2.3","4,321","±856","61.2%","±6.1","7,385","±1,066","62.2%","±3.8","15,523","±2,330","61.4%","±4.3","2,816","±732","55.6%","±6.1","28,867","±2,511","62.9%","±2.5","16,431","±2,012","62.3%","±2.9","88,906","±4,666","66.8%","±1.5","62,503","±4,582","61.5%","±2.1","2,152","±774","66.9%","±9.7","65,235","±3,791","62.2%","±1.5","26,718","±2,046","60.3%","±1.8","14,994","±1,978","61.4%","±3.0","53,103","±3,293","65.9%","±1.9","4,112","±1,011","64.0%","±6.9","35,067","±3,405","66.0%","±2.1","3,476","±752","61.7%","±7.0","45,186","±3,594","63.6%","±2.0","202,317","±8,823","61.5%","±1.0","10,406","±1,686","56.7%","±4.2","1,715","±545","56.2%","±4.5","42,902","±3,383","61.0%","±1.9","27,066","±2,897","60.4%","±2.3","12,002","±1,628","59.0%","±3.3","15,986","±1,829","60.7%","±2.5","2,251","±574","51.0%","±6.3","","","",""
"    Who are married","47,459","±3,790","71.2%","±2.9","4,263","±905","70.5%","±7.6","43,169","±3,967","67.4%","±3.8","24,831","±2,687","68.2%","±4.4","235,251","±12,721","74.4%","±1.7","25,434","±3,224","68.4%","±4.2","12,883","±2,229","60.1%","±5.4","6,305","±1,535","75.2%","±7.9","1,836","±707","43.9%","±14.2","112,360","±7,103","68.1%","±2.2","82,885","±7,607","70.6%","±2.9","11,080","±2,073","81.7%","±4.9","7,591","±1,505","66.0%","±7.4","63,426","±4,976","64.3%","±2.6","48,473","±4,649","71.5%","±3.3","11,439","±1,987","73.8%","±6.7","14,621","±2,168","75.1%","±5.7","38,408","±3,417","70.3%","±2.9","41,953","±4,222","65.0%","±2.9","6,115","±1,611","83.8%","±6.8","32,080","±3,634","66.4%","±4.0","25,432","±3,341","67.2%","±4.5","41,915","±3,832","64.3%","±3.2","19,744","±2,649","72.9%","±4.3","30,654","±3,330","68.3%","±3.4","33,010","±3,844","70.6%","±3.6","4,437","±1,081","62.8%","±8.8","8,314","±1,520","70.1%","±5.8","17,083","±3,029","67.5%","±5.3","4,058","±1,085","80.1%","±9.2","30,649","±3,774","66.8%","±3.9","18,418","±2,696","69.8%","±4.9","89,176","±5,951","67.0%","±2.0","73,451","±6,569","72.3%","±3.0","2,212","±1,224","68.8%","±15.3","72,112","±5,056","68.8%","±2.4","33,328","±3,527","75.2%","±3.1","18,552","±2,733","76.0%","±5.0","53,976","±4,450","67.0%","±2.4","4,919","±1,514","76.6%","±9.8","38,316","±4,396","72.1%","±3.1","3,323","±1,094","59.0%","±11.6","50,227","±4,293","70.7%","±3.5","245,262","±10,505","74.6%","±1.4","14,182","±2,053","77.3%","±6.0","2,688","±1,074","88.1%","±7.4","51,295","±5,474","72.9%","±3.1","31,697","±4,115","70.8%","±4.2","15,761","±2,160","77.4%","±4.5","18,855","±2,323","71.6%","±4.6","3,179","±948","72.0%","±9.3","","","",""
"SCHOOL ENROLLMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population 3 years and over enrolled in school","1,241,786","±11,680","1,241,786","(X)","196,240","±4,645","196,240","(X)","1,751,916","±16,496","1,751,916","(X)","752,121","±7,603","752,121","(X)","10,584,220","±32,765","10,584,220","(X)","1,377,803","±12,129","1,377,803","(X)","943,212","±7,911","943,212","(X)","237,520","±4,693","237,520","(X)","160,469","±4,751","160,469","(X)","4,682,575","±27,242","4,682,575","(X)","2,782,980","±19,844","2,782,980","(X)","336,724","±5,814","336,724","(X)","452,340","±6,695","452,340","(X)","3,516,919","±16,414","3,516,919","(X)","1,761,848","±13,050","1,761,848","(X)","809,863","±9,204","809,863","(X)","801,598","±8,706","801,598","(X)","1,127,708","±10,087","1,127,708","(X)","1,213,228","±10,531","1,213,228","(X)","304,531","±4,619","304,531","(X)","1,577,839","±14,020","1,577,839","(X)","1,764,471","±12,306","1,764,471","(X)","2,695,641","±15,565","2,695,641","(X)","1,423,499","±8,561","1,423,499","(X)","830,815","±9,677","830,815","(X)","1,569,557","±12,833","1,569,557","(X)","242,981","±5,130","242,981","(X)","515,647","±5,835","515,647","(X)","684,009","±9,980","684,009","(X)","324,586","±4,130","324,586","(X)","2,289,399","±14,076","2,289,399","(X)","571,157","±8,162","571,157","(X)","5,020,940","±19,566","5,020,940","(X)","2,557,304","±17,973","2,557,304","(X)","172,936","±3,451","172,936","(X)","3,077,214","±15,551","3,077,214","(X)","994,523","±8,803","994,523","(X)","973,213","±9,180","973,213","(X)","3,177,813","±15,877","3,177,813","(X)","277,923","±5,007","277,923","(X)","1,199,462","±12,222","1,199,462","(X)","219,022","±3,562","219,022","(X)","1,594,654","±11,552","1,594,654","(X)","7,320,055","±32,401","7,320,055","(X)","926,365","±8,532","926,365","(X)","155,911","±3,352","155,911","(X)","2,156,250","±14,867","2,156,250","(X)","1,710,462","±12,977","1,710,462","(X)","420,204","±6,790","420,204","(X)","1,506,580","±9,898","1,506,580","(X)","145,877","±3,409","145,877","(X)","","","",""
"    Nursery school, preschool","65,528","±4,149","5.3%","±0.3","9,140","±1,394","4.7%","±0.7","81,638","±5,333","4.7%","±0.3","51,732","±3,956","6.9%","±0.5","588,092","±12,084","5.6%","±0.1","89,850","±4,738","6.5%","±0.3","59,983","±3,826","6.4%","±0.4","14,665","±1,755","6.2%","±0.7","10,970","±1,587","6.8%","±0.9","298,557","±11,005","6.4%","±0.2","177,581","±8,298","6.4%","±0.3","19,353","±1,965","5.7%","±0.6","23,824","±2,589","5.3%","±0.6","240,046","±6,245","6.8%","±0.2","107,054","±5,309","6.1%","±0.3","55,477","±3,112","6.9%","±0.4","51,416","±2,832","6.4%","±0.3","62,994","±4,140","5.6%","±0.3","84,369","±5,273","7.0%","±0.4","15,365","±1,719","5.0%","±0.5","97,216","±4,633","6.2%","±0.3","115,161","±4,916","6.5%","±0.3","145,290","±5,110","5.4%","±0.2","93,785","±4,306","6.6%","±0.3","55,300","±4,217","6.7%","±0.5","105,239","±4,521","6.7%","±0.3","17,521","±1,873","7.2%","±0.8","33,492","±2,624","6.5%","±0.5","32,126","±3,254","4.7%","±0.5","18,007","±1,794","5.5%","±0.5","174,118","±6,766","7.6%","±0.3","29,761","±3,058","5.2%","±0.5","291,114","±8,175","5.8%","±0.2","144,526","±7,152","5.7%","±0.3","9,265","±1,509","5.4%","±0.8","192,254","±7,019","6.2%","±0.2","64,268","±3,604","6.5%","±0.3","50,362","±3,346","5.2%","±0.3","196,250","±6,371","6.2%","±0.2","16,888","±2,055","6.1%","±0.7","64,773","±4,514","5.4%","±0.4","14,459","±1,314","6.6%","±0.6","90,073","±5,425","5.6%","±0.3","452,096","±10,408","6.2%","±0.1","59,178","±4,162","6.4%","±0.4","8,258","±1,020","5.3%","±0.6","128,182","±4,757","5.9%","±0.2","102,700","±5,690","6.0%","±0.3","23,105","±2,567","5.5%","±0.6","77,318","±3,874","5.1%","±0.3","9,211","±1,227","6.3%","±0.8","","","",""
"    Kindergarten","66,517","±4,572","5.4%","±0.4","10,259","±1,208","5.2%","±0.6","83,383","±6,312","4.8%","±0.4","36,735","±3,651","4.9%","±0.5","512,746","±12,244","4.8%","±0.1","67,775","±4,171","4.9%","±0.3","43,015","±3,129","4.6%","±0.3","13,437","±1,531","5.7%","±0.7","8,170","±1,496","5.1%","±0.9","219,985","±7,201","4.7%","±0.2","153,712","±7,147","5.5%","±0.3","16,286","±1,863","4.8%","±0.6","23,546","±2,772","5.2%","±0.6","170,538","±5,611","4.8%","±0.2","88,256","±4,629","5.0%","±0.3","41,290","±2,991","5.1%","±0.4","40,669","±2,756","5.1%","±0.3","61,975","±3,116","5.5%","±0.3","64,857","±4,381","5.3%","±0.4","15,201","±1,381","5.0%","±0.5","74,892","±4,667","4.7%","±0.3","81,223","±4,918","4.6%","±0.3","129,698","±4,985","4.8%","±0.2","72,448","±3,338","5.1%","±0.2","44,214","±3,396","5.3%","±0.4","81,135","±4,597","5.2%","±0.3","13,763","±1,756","5.7%","±0.7","26,767","±2,141","5.2%","±0.4","37,057","±3,427","5.4%","±0.5","14,974","±2,033","4.6%","±0.6","117,313","±5,103","5.1%","±0.2","28,883","±3,140","5.1%","±0.5","246,261","±8,561","4.9%","±0.2","131,822","±6,840","5.2%","±0.3","8,922","±1,282","5.2%","±0.8","150,554","±6,248","4.9%","±0.2","57,492","±3,797","5.8%","±0.4","44,891","±3,269","4.6%","±0.3","145,769","±5,419","4.6%","±0.2","9,852","±1,523","3.5%","±0.6","75,316","±5,032","6.3%","±0.4","11,414","±1,577","5.2%","±0.7","75,411","±4,764","4.7%","±0.3","419,037","±13,223","5.7%","±0.2","51,342","±3,273","5.5%","±0.4","6,155","±868","3.9%","±0.6","107,858","±5,796","5.0%","±0.3","85,895","±4,694","5.0%","±0.3","20,046","±2,380","4.8%","±0.5","87,788","±4,317","5.8%","±0.3","7,770","±1,460","5.3%","±1.0","","","",""
"    Elementary school (grades 1-8)","513,567","±6,946","41.4%","±0.6","83,021","±1,907","42.3%","±1.3","728,593","±9,347","41.6%","±0.6","316,819","±5,219","42.1%","±0.8","4,064,276","±17,239","38.4%","±0.2","545,345","±7,392","39.6%","±0.6","369,804","±4,539","39.2%","±0.5","90,971","±2,744","38.3%","±1.3","40,870","±1,764","25.5%","±1.4","1,796,841","±15,211","38.4%","±0.4","1,125,570","±11,751","40.4%","±0.5","130,416","±2,607","38.7%","±0.9","189,345","±3,844","41.9%","±1.0","1,377,626","±9,293","39.2%","±0.3","717,155","±7,971","40.7%","±0.5","314,946","±4,542","38.9%","±0.7","320,055","±4,415","39.9%","±0.6","456,465","±5,098","40.5%","±0.6","508,755","±6,369","41.9%","±0.6","124,147","±2,756","40.8%","±0.9","582,658","±6,717","36.9%","±0.6","629,133","±7,342","35.7%","±0.5","1,030,070","±6,505","38.2%","±0.3","562,788","±4,637","39.5%","±0.4","338,221","±5,592","40.7%","±0.8","614,703","±6,169","39.2%","±0.5","94,501","±2,803","38.9%","±1.3","201,970","±3,395","39.2%","±0.7","287,698","±5,313","42.1%","±0.9","127,259","±2,863","39.2%","±0.9","901,874","±7,243","39.4%","±0.4","232,883","±3,994","40.8%","±0.9","1,878,511","±11,272","37.4%","±0.3","1,028,795","±9,997","40.2%","±0.4","61,242","±1,649","35.4%","±1.1","1,200,589","±8,811","39.0%","±0.3","415,523","±5,665","41.8%","±0.7","385,196","±4,737","39.6%","±0.6","1,221,592","±8,926","38.4%","±0.3","96,288","±2,288","34.6%","±1.0","479,004","±7,316","39.9%","±0.7","87,218","±2,341","39.8%","±1.1","679,431","±7,814","42.6%","±0.5","3,114,840","±19,261","42.6%","±0.3","382,535","±5,205","41.3%","±0.6","56,558","±1,576","36.3%","±1.1","820,912","±7,480","38.1%","±0.4","691,768","±7,124","40.4%","±0.5","174,798","±3,045","41.6%","±1.0","591,709","±5,927","39.3%","±0.4","60,593","±2,338","41.5%","±1.8","","","",""
