"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"        Per 1,000 women 15 to 19 years old","17","±4","(X)","(X)","22","±14","(X)","(X)","17","±5","(X)","(X)","28","±9","(X)","(X)","14","±2","(X)","(X)","13","±5","(X)","(X)","7","±3","(X)","(X)","18","±15","(X)","(X)","27","±19","(X)","(X)","15","±3","(X)","(X)","27","±6","(X)","(X)","17","±13","(X)","(X)","9","±6","(X)","(X)","11","±3","(X)","(X)","13","±4","(X)","(X)","21","±9","(X)","(X)","17","±6","(X)","(X)","25","±7","(X)","(X)","22","±8","(X)","(X)","10","±7","(X)","(X)","14","±5","(X)","(X)","10","±4","(X)","(X)","17","±3","(X)","(X)","13","±4","(X)","(X)","26","±9","(X)","(X)","17","±4","(X)","(X)","13","±7","(X)","(X)","13","±6","(X)","(X)","16","±7","(X)","(X)","12","±7","(X)","(X)","8","±3","(X)","(X)","29","±12","(X)","(X)","10","±2","(X)","(X)","15","±3","(X)","(X)","22","±13","(X)","(X)","18","±4","(X)","(X)","23","±5","(X)","(X)","10","±5","(X)","(X)","15","±3","(X)","(X)","10","±6","(X)","(X)","18","±7","(X)","(X)","25","±11","(X)","(X)","14","±4","(X)","(X)","25","±3","(X)","(X)","11","±4","(X)","(X)","5","±6","(X)","(X)","11","±4","(X)","(X)","11","±4","(X)","(X)","26","±11","(X)","(X)","10","±3","(X)","(X)","30","±16","(X)","(X)","","","",""
"        Per 1,000 women 20 to 34 years old","99","±8","(X)","(X)","110","±16","(X)","(X)","96","±7","(X)","(X)","113","±11","(X)","(X)","78","±2","(X)","(X)","86","±7","(X)","(X)","71","±8","(X)","(X)","71","±14","(X)","(X)","46","±9","(X)","(X)","78","±3","(X)","(X)","97","±5","(X)","(X)","97","±10","(X)","(X)","110","±15","(X)","(X)","88","±4","(X)","(X)","95","±6","(X)","(X)","115","±8","(X)","(X)","106","±9","(X)","(X)","101","±8","(X)","(X)","99","±8","(X)","(X)","80","±12","(X)","(X)","87","±6","(X)","(X)","67","±5","(X)","(X)","90","±4","(X)","(X)","104","±6","(X)","(X)","91","±9","(X)","(X)","92","±6","(X)","(X)","101","±15","(X)","(X)","122","±10","(X)","(X)","86","±9","(X)","(X)","93","±16","(X)","(X)","81","±4","(X)","(X)","89","±11","(X)","(X)","71","±3","(X)","(X)","91","±5","(X)","(X)","118","±17","(X)","(X)","98","±5","(X)","(X)","92","±6","(X)","(X)","86","±7","(X)","(X)","90","±4","(X)","(X)","91","±15","(X)","(X)","98","±8","(X)","(X)","101","±13","(X)","(X)","101","±7","(X)","(X)","101","±3","(X)","(X)","124","±9","(X)","(X)","71","±13","(X)","(X)","86","±5","(X)","(X)","89","±5","(X)","(X)","91","±13","(X)","(X)","93","±5","(X)","(X)","104","±21","(X)","(X)","","","",""
"        Per 1,000 women 35 to 50 years old","17","±4","(X)","(X)","25","±9","(X)","(X)","26","±3","(X)","(X)","20","±6","(X)","(X)","31","±1","(X)","(X)","24","±3","(X)","(X)","26","±4","(X)","(X)","26","±8","(X)","(X)","40","±11","(X)","(X)","24","±2","(X)","(X)","23","±3","(X)","(X)","27","±7","(X)","(X)","28","±7","(X)","(X)","28","±2","(X)","(X)","22","±3","(X)","(X)","21","±4","(X)","(X)","22","±4","(X)","(X)","15","±3","(X)","(X)","18","±3","(X)","(X)","14","±4","(X)","(X)","30","±4","(X)","(X)","30","±3","(X)","(X)","23","±2","(X)","(X)","28","±3","(X)","(X)","15","±4","(X)","(X)","21","±3","(X)","(X)","24","±9","(X)","(X)","29","±6","(X)","(X)","23","±4","(X)","(X)","26","±6","(X)","(X)","31","±3","(X)","(X)","22","±5","(X)","(X)","28","±2","(X)","(X)","23","±2","(X)","(X)","27","±10","(X)","(X)","21","±2","(X)","(X)","20","±3","(X)","(X)","24","±4","(X)","(X)","25","±2","(X)","(X)","31","±11","(X)","(X)","21","±3","(X)","(X)","22","±7","(X)","(X)","15","±2","(X)","(X)","26","±2","(X)","(X)","26","±4","(X)","(X)","24","±8","(X)","(X)","28","±3","(X)","(X)","25","±2","(X)","(X)","17","±5","(X)","(X)","21","±3","(X)","(X)","18","±9","(X)","(X)","","","",""
"GRANDPARENTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","119,371","±6,649","119,371","(X)","17,976","±1,926","17,976","(X)","175,124","±9,059","175,124","(X)","68,904","±4,883","68,904","(X)","1,158,073","±22,198","1,158,073","(X)","104,702","±7,688","104,702","(X)","60,326","±4,853","60,326","(X)","21,859","±3,025","21,859","(X)","13,296","±2,251","13,296","(X)","479,491","±12,874","479,491","(X)","268,304","±11,462","268,304","(X)","54,501","±4,090","54,501","(X)","30,159","±3,949","30,159","(X)","261,565","±9,896","261,565","(X)","124,433","±6,535","124,433","(X)","40,209","±2,539","40,209","(X)","46,864","±3,841","46,864","(X)","100,681","±6,373","100,681","(X)","111,707","±6,808","111,707","(X)","20,432","±2,463","20,432","(X)","153,635","±7,483","153,635","(X)","124,288","±6,933","124,288","(X)","173,219","±6,803","173,219","(X)","68,916","±3,765","68,916","(X)","93,327","±6,280","93,327","(X)","111,404","±6,811","111,404","(X)","15,051","±1,677","15,051","(X)","25,578","±2,224","25,578","(X)","71,968","±5,788","71,968","(X)","21,852","±2,989","21,852","(X)","197,449","±8,344","197,449","(X)","50,864","±3,597","50,864","(X)","438,160","±12,626","438,160","(X)","208,835","±9,617","208,835","(X)","7,227","±1,532","7,227","(X)","221,796","±9,180","221,796","(X)","89,155","±4,619","89,155","(X)","68,376","±4,898","68,376","(X)","245,344","±9,034","245,344","(X)","20,320","±2,599","20,320","(X)","119,079","±7,137","119,079","(X)","11,593","±1,736","11,593","(X)","160,160","±8,333","160,160","(X)","792,515","±19,144","792,515","(X)","69,354","±5,093","69,354","(X)","8,558","±1,322","8,558","(X)","186,819","±9,751","186,819","(X)","132,915","±7,248","132,915","(X)","44,097","±3,633","44,097","(X)","73,201","±4,900","73,201","(X)","8,984","±1,843","8,984","(X)","","","",""
"        Grandparents responsible for grandchildren","62,047","±4,256","52.0%","±2.1","6,458","±1,004","35.9%","±5.6","67,242","±4,923","38.4%","±1.9","39,485","±3,301","57.3%","±2.9","272,320","±9,093","23.5%","±0.6","35,710","±3,994","34.1%","±2.9","18,397","±2,697","30.5%","±3.6","8,250","±1,490","37.7%","±5.7","6,272","±1,797","47.2%","±8.7","145,420","±7,761","30.3%","±1.5","112,520","±6,913","41.9%","±1.8","9,890","±1,674","18.1%","±2.8","11,132","±2,312","36.9%","±5.7","77,097","±5,535","29.5%","±1.5","56,347","±4,202","45.3%","±2.3","16,210","±1,749","40.3%","±3.6","20,282","±2,933","43.3%","±4.7","55,073","±5,076","54.7%","±2.9","55,046","±4,863","49.3%","±3.1","8,053","±1,472","39.4%","±5.9","45,048","±4,124","29.3%","±2.3","33,825","±3,555","27.2%","±2.2","63,819","±4,513","36.8%","±2.1","21,338","±2,389","31.0%","±3.2","49,215","±4,559","52.7%","±3.4","49,090","±3,981","44.1%","±2.4","6,663","±1,160","44.3%","±5.9","8,592","±1,253","33.6%","±4.3","24,549","±2,959","34.1%","±2.9","6,926","±1,676","31.7%","±5.4","47,118","±4,960","23.9%","±2.1","23,723","±2,399","46.6%","±3.9","116,646","±6,433","26.6%","±1.2","90,583","±6,005","43.4%","±2.0","3,078","±809","42.6%","±9.8","93,394","±5,639","42.1%","±1.6","48,095","±2,923","53.9%","±2.3","23,371","±3,086","34.2%","±3.5","88,495","±5,200","36.1%","±1.8","6,219","±1,345","30.6%","±5.5","54,918","±4,687","46.1%","±2.9","6,089","±1,180","52.5%","±6.4","79,518","±5,125","49.6%","±2.3","311,820","±11,519","39.3%","±1.1","18,738","±2,515","27.0%","±3.1","3,047","±879","35.6%","±7.9","66,722","±4,424","35.7%","±1.9","42,975","±3,975","32.3%","±2.4","24,004","±2,810","54.4%","±4.1","26,083","±2,607","35.6%","±3.0","5,194","±1,559","57.8%","±10.9","","","",""
"        Years responsible for grandchildren","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"            Less than 1 year","10,088","±1,684","8.5%","±1.3","1,853","±649","10.3%","±3.5","15,228","±2,205","8.7%","±1.2","7,980","±1,698","11.6%","±2.4","51,044","±4,710","4.4%","±0.4","8,704","±1,889","8.3%","±1.7","3,713","±1,009","6.2%","±1.6","1,684","±743","7.7%","±3.0","1,707","±1,300","12.8%","±8.5","30,084","±3,470","6.3%","±0.7","25,470","±3,407","9.5%","±1.2","1,809","±611","3.3%","±1.1","2,461","±1,121","8.2%","±3.5","16,107","±2,699","6.2%","±0.9","12,014","±2,097","9.7%","±1.6","4,757","±1,261","11.8%","±2.9","5,561","±1,626","11.9%","±3.2","10,463","±2,066","10.4%","±1.9","11,604","±2,513","10.4%","±2.2","2,208","±879","10.8%","±4.0","8,852","±1,748","5.8%","±1.1","6,704","±1,548","5.4%","±1.2","13,490","±2,016","7.8%","±1.1","4,967","±1,750","7.2%","±2.5","10,523","±2,131","11.3%","±2.0","11,056","±2,005","9.9%","±1.6","1,390","±480","9.2%","±3.2","1,943","±718","7.6%","±2.6","4,140","±1,138","5.8%","±1.5","2,063","±890","9.4%","±3.9","8,274","±2,114","4.2%","±1.0","4,556","±1,159","9.0%","±2.1","20,217","±2,628","4.6%","±0.6","14,711","±2,216","7.0%","±1.1","704","±421","9.7%","±5.5","18,820","±2,538","8.5%","±1.1","8,432","±1,171","9.5%","±1.3","4,864","±1,410","7.1%","±1.9","18,051","±2,403","7.4%","±1.0","1,051","±573","5.2%","±2.7","9,999","±2,012","8.4%","±1.6","799","±361","6.9%","±3.1","15,957","±2,216","10.0%","±1.3","68,393","±5,065","8.6%","±0.6","3,774","±1,147","5.4%","±1.6","793","±595","9.3%","±6.5","12,195","±2,073","6.5%","±1.0","7,182","±1,781","5.4%","±1.3","5,030","±1,098","11.4%","±2.4","6,539","±1,432","8.9%","±1.8","1,081","±559","12.0%","±6.0","","","",""
"            1 or 2 years","10,394","±1,756","8.7%","±1.4","1,692","±639","9.4%","±3.6","15,799","±2,316","9.0%","±1.2","7,407","±1,508","10.7%","±2.2","61,341","±5,019","5.3%","±0.4","7,828","±1,701","7.5%","±1.6","4,863","±1,404","8.1%","±2.3","1,352","±513","6.2%","±2.3","1,315","±603","9.9%","±4.4","33,611","±4,336","7.0%","±0.9","22,633","±3,321","8.4%","±1.1","2,040","±668","3.7%","±1.2","3,104","±1,382","10.3%","±4.1","17,249","±2,332","6.6%","±0.8","12,013","±2,196","9.7%","±1.6","2,629","±723","6.5%","±1.8","3,818","±922","8.1%","±1.8","10,523","±1,913","10.5%","±1.7","10,702","±2,053","9.6%","±1.7","1,750","±711","8.6%","±3.3","10,961","±1,803","7.1%","±1.1","6,546","±1,548","5.3%","±1.1","13,905","±2,127","8.0%","±1.2","4,333","±943","6.3%","±1.4","11,716","±1,948","12.6%","±2.0","11,682","±1,797","10.5%","±1.5","1,370","±604","9.1%","±3.9","2,869","±685","11.2%","±2.8","5,858","±1,558","8.1%","±2.0","1,283","±744","5.9%","±3.2","10,951","±2,010","5.5%","±1.0","5,093","±1,251","10.0%","±2.5","25,246","±2,633","5.8%","±0.6","19,189","±3,053","9.2%","±1.3","732","±311","10.1%","±4.1","22,356","±2,615","10.1%","±1.0","12,567","±1,668","14.1%","±1.7","4,602","±1,279","6.7%","±1.8","21,445","±2,881","8.7%","±1.1","1,344","±777","6.6%","±3.7","7,961","±1,639","6.7%","±1.3","1,524","±658","13.1%","±4.9","17,089","±2,474","10.7%","±1.4","68,396","±6,496","8.6%","±0.8","3,874","±1,011","5.6%","±1.4","660","±349","7.7%","±3.8","13,549","±2,132","7.3%","±1.2","10,126","±1,764","7.6%","±1.3","4,624","±1,907","10.5%","±4.0","6,034","±1,177","8.2%","±1.5","1,587","±844","17.7%","±7.9","","","",""
"            3 or 4 years","11,628","±2,153","9.7%","±1.7","380","±170","2.1%","±1.0","10,783","±1,739","6.2%","±0.9","6,681","±1,570","9.7%","±2.2","47,164","±3,737","4.1%","±0.3","5,667","±1,175","5.4%","±1.0","3,656","±1,100","6.1%","±1.7","1,497","±649","6.8%","±3.1","898","±608","6.8%","±4.3","22,838","±2,802","4.8%","±0.6","15,147","±2,233","5.6%","±0.8","2,072","±734","3.8%","±1.4","1,765","±631","5.9%","±2.1","12,977","±1,974","5.0%","±0.7","7,639","±1,618","6.1%","±1.3","2,536","±790","6.3%","±1.9","2,818","±843","6.0%","±1.7","9,479","±1,820","9.4%","±1.6","9,053","±2,161","8.1%","±1.7","1,452","±789","7.1%","±3.8","6,694","±1,452","4.4%","±0.9","6,163","±1,644","5.0%","±1.3","11,373","±1,900","6.6%","±1.1","3,740","±1,094","5.4%","±1.7","7,970","±2,152","8.5%","±2.2","5,932","±1,439","5.3%","±1.2","953","±477","6.3%","±3.2","838","±413","3.3%","±1.6","4,063","±1,061","5.6%","±1.4","782","±455","3.6%","±2.1","7,668","±1,503","3.9%","±0.7","4,412","±1,240","8.7%","±2.4","21,425","±2,707","4.9%","±0.6","15,691","±2,591","7.5%","±1.2","276","±193","3.8%","±2.8","15,544","±1,986","7.0%","±0.9","7,427","±1,217","8.3%","±1.3","3,493","±981","5.1%","±1.4","15,326","±1,959","6.2%","±0.8","803","±553","4.0%","±2.6","11,985","±2,598","10.1%","±2.0","848","±373","7.3%","±3.1","11,552","±2,149","7.2%","±1.3","50,176","±5,077","6.3%","±0.6","2,102","±760","3.0%","±1.1","490","±242","5.7%","±3.0","10,360","±2,060","5.5%","±1.1","7,270","±1,665","5.5%","±1.2","2,989","±1,150","6.8%","±2.5","3,606","±702","4.9%","±0.9","556","±387","6.2%","±4.2","","","",""
"            5 or more years","29,937","±3,240","25.1%","±2.3","2,533","±537","14.1%","±3.1","25,432","±3,187","14.5%","±1.6","17,417","±2,378","25.3%","±2.8","112,771","±5,315","9.7%","±0.4","13,511","±2,411","12.9%","±2.1","6,165","±1,452","10.2%","±2.2","3,717","±1,095","17.0%","±5.0","2,352","±777","17.7%","±5.7","58,887","±4,974","12.3%","±0.9","49,270","±4,053","18.4%","±1.3","3,969","±1,083","7.3%","±1.9","3,802","±1,147","12.6%","±3.7","30,764","±3,258","11.8%","±1.1","24,681","±2,479","19.8%","±1.8","6,288","±1,307","15.6%","±3.2","8,085","±1,759","17.3%","±3.5","24,608","±2,924","24.4%","±2.3","23,687","±2,829","21.2%","±2.4","2,643","±672","12.9%","±3.3","18,541","±2,502","12.1%","±1.5","14,412","±2,387","11.6%","±1.8","25,051","±2,725","14.5%","±1.5","8,298","±1,157","12.0%","±1.6","19,006","±2,671","20.4%","±2.7","20,420","±2,020","18.3%","±1.7","2,950","±841","19.6%","±4.8","2,942","±717","11.5%","±2.7","10,488","±1,903","14.6%","±2.4","2,798","±1,082","12.8%","±4.3","20,225","±2,826","10.2%","±1.3","9,662","±1,796","19.0%","±3.4","49,758","±3,607","11.4%","±0.8","40,992","±3,846","19.6%","±1.5","1,366","±540","18.9%","±7.2","36,674","±3,356","16.5%","±1.3","19,669","±1,872","22.1%","±1.9","10,412","±2,238","15.2%","±3.1","33,673","±3,040","13.7%","±1.1","3,021","±900","14.9%","±4.5","24,973","±3,265","21.0%","±2.7","2,918","±805","25.2%","±5.8","34,920","±3,387","21.8%","±2.0","124,855","±6,978","15.8%","±0.8","8,988","±1,863","13.0%","±2.4","1,104","±519","12.9%","±5.8","30,618","±3,440","16.4%","±1.7","18,397","±2,399","13.8%","±1.7","11,361","±1,610","25.8%","±3.3","9,904","±1,420","13.5%","±1.9","1,970","±906","21.9%","±8.8","","","",""
"    Number of grandparents responsible for own grandchildren under 18 years","62,047","±4,256","62,047","(X)","6,458","±1,004","6,458","(X)","67,242","±4,923","67,242","(X)","39,485","±3,301","39,485","(X)","272,320","±9,093","272,320","(X)","35,710","±3,994","35,710","(X)","18,397","±2,697","18,397","(X)","8,250","±1,490","8,250","(X)","6,272","±1,797","6,272","(X)","145,420","±7,761","145,420","(X)","112,520","±6,913","112,520","(X)","9,890","±1,674","9,890","(X)","11,132","±2,312","11,132","(X)","77,097","±5,535","77,097","(X)","56,347","±4,202","56,347","(X)","16,210","±1,749","16,210","(X)","20,282","±2,933","20,282","(X)","55,073","±5,076","55,073","(X)","55,046","±4,863","55,046","(X)","8,053","±1,472","8,053","(X)","45,048","±4,124","45,048","(X)","33,825","±3,555","33,825","(X)","63,819","±4,513","63,819","(X)","21,338","±2,389","21,338","(X)","49,215","±4,559","49,215","(X)","49,090","±3,981","49,090","(X)","6,663","±1,160","6,663","(X)","8,592","±1,253","8,592","(X)","24,549","±2,959","24,549","(X)","6,926","±1,676","6,926","(X)","47,118","±4,960","47,118","(X)","23,723","±2,399","23,723","(X)","116,646","±6,433","116,646","(X)","90,583","±6,005","90,583","(X)","3,078","±809","3,078","(X)","93,394","±5,639","93,394","(X)","48,095","±2,923","48,095","(X)","23,371","±3,086","23,371","(X)","88,495","±5,200","88,495","(X)","6,219","±1,345","6,219","(X)","54,918","±4,687","54,918","(X)","6,089","±1,180","6,089","(X)","79,518","±5,125","79,518","(X)","311,820","±11,519","311,820","(X)","18,738","±2,515","18,738","(X)","3,047","±879","3,047","(X)","66,722","±4,424","66,722","(X)","42,975","±3,975","42,975","(X)","24,004","±2,810","24,004","(X)","26,083","±2,607","26,083","(X)","5,194","±1,559","5,194","(X)","","","",""
"        Who are female","38,992","±2,723","62.8%","±2.3","3,436","±593","53.2%","±4.0","40,895","±3,102","60.8%","±2.5","25,300","±2,138","64.1%","±2.6","165,387","±6,174","60.7%","±1.1","22,170","±2,637","62.1%","±2.7","11,939","±1,942","64.9%","±4.2","5,477","±1,013","66.4%","±5.4","4,171","±1,079","66.5%","±6.4","94,359","±5,085","64.9%","±1.7","74,490","±4,945","66.2%","±1.9","5,718","±974","57.8%","±4.7","6,657","±1,365","59.8%","±4.5","48,865","±3,635","63.4%","±2.1","34,871","±2,931","61.9%","±2.3","10,158","±1,216","62.7%","±3.8","12,421","±1,819","61.2%","±3.6","34,563","±3,092","62.8%","±2.2","35,334","±3,227","64.2%","±2.2","5,009","±1,069","62.2%","±6.1","29,219","±2,701","64.9%","±2.7","22,914","±2,408","67.7%","±3.0","40,198","±2,883","63.0%","±2.0","12,872","±1,371","60.3%","±2.8","32,686","±2,891","66.4%","±2.7","28,792","±2,587","58.7%","±2.0","4,257","±820","63.9%","±5.7","5,335","±892","62.1%","±4.9","15,268","±2,031","62.2%","±3.9","4,279","±1,089","61.8%","±8.0","30,752","±3,575","65.3%","±2.6","15,286","±1,777","64.4%","±3.0","79,184","±4,891","67.9%","±1.9","56,980","±3,566","62.9%","±1.8","1,876","±452","60.9%","±6.1","58,848","±3,672","63.0%","±1.5","28,991","±1,957","60.3%","±2.0","15,237","±2,048","65.2%","±3.5","56,915","±3,788","64.3%","±1.6","4,309","±1,120","69.3%","±7.4","35,455","±3,080","64.6%","±2.6","3,866","±725","63.5%","±5.0","49,718","±3,382","62.5%","±1.8","187,801","±7,450","60.2%","±1.1","11,505","±1,672","61.4%","±3.6","1,826","±612","59.9%","±10.4","42,202","±3,208","63.3%","±2.0","26,882","±2,688","62.6%","±2.7","14,324","±1,775","59.7%","±3.5","16,484","±1,507","63.2%","±3.1","2,810","±838","54.1%","±5.6","","","",""
"        Who are married","41,173","±4,002","66.4%","±3.9","4,778","±931","74.0%","±5.8","46,209","±4,942","68.7%","±3.9","27,357","±3,056","69.3%","±3.9","194,029","±8,155","71.3%","±1.5","26,948","±3,319","75.5%","±4.1","11,335","±2,107","61.6%","±6.0","5,084","±1,225","61.6%","±8.2","3,601","±1,602","57.4%","±12.7","97,479","±7,069","67.0%","±2.3","75,674","±6,101","67.3%","±2.5","7,012","±1,516","70.9%","±6.5","8,507","±2,128","76.4%","±6.7","50,066","±4,535","64.9%","±3.3","38,966","±3,537","69.2%","±3.3","12,020","±1,636","74.2%","±5.6","14,537","±2,555","71.7%","±5.2","39,529","±4,801","71.8%","±3.7","36,806","±4,143","66.9%","±3.7","5,460","±1,261","67.8%","±9.7","29,099","±3,610","64.6%","±4.3","21,343","±2,788","63.1%","±4.3","43,451","±3,881","68.1%","±2.8","15,970","±2,189","74.8%","±4.3","33,865","±4,478","68.8%","±4.6","33,521","±3,334","68.3%","±4.0","4,610","±1,072","69.2%","±9.1","5,671","±1,185","66.0%","±8.7","17,553","±2,633","71.5%","±5.4","4,420","±1,332","63.8%","±11.4","29,471","±3,864","62.5%","±4.2","15,196","±1,918","64.1%","±5.8","75,111","±4,652","64.4%","±2.0","62,152","±5,341","68.6%","±2.7","1,935","±672","62.9%","±10.0","63,301","±4,724","67.8%","±2.5","34,861","±2,506","72.5%","±2.4","16,066","±2,492","68.7%","±4.7","59,362","±4,527","67.1%","±2.9","3,605","±1,040","58.0%","±12.3","39,201","±4,196","71.4%","±3.5","3,580","±1,017","58.8%","±8.6","55,657","±4,522","70.0%","±3.2","233,590","±11,365","74.9%","±1.7","14,048","±2,308","75.0%","±5.3","2,143","±709","70.3%","±14.0","46,657","±3,760","69.9%","±2.9","30,034","±3,506","69.9%","±4.2","17,868","±2,699","74.4%","±5.6","17,787","±2,500","68.2%","±4.6","4,345","±1,502","83.7%","±8.4","","","",""
